Gene,Score
USH1G,0.06636
KRTAP19-1,-0.20703
LHFPL1,-0.10939
ADGRE1,-0.058239
C3orf58,-0.13167
SCYL3,-0.08944
HCAR3,-0.16762
STXBP3,-0.11807
CD48,0.10243
ZNF232,-0.01566
ZNF443,-0.17141
PADI3,0.0042451
NANS,-0.23371
MAPK13,0.14251
OR56A3,-0.20515
OR11H2,0.04746
ZNF16,-0.09369
ZNF548,-0.11985
KRT40,0.043444
CXorf49B,-0.29737
LCE2C,-0.14424
HLA-DMA,-0.10256
SLC39A13,-0.00056968
SPIN4,-0.043854
GAP43,-0.14264
HDLBP,0.12811
CD226,-0.0092425
PRICKLE4,0.047272
GABRA6,0.070656
AUP1,0.03429
KRTAP4-9,-0.030885
ARIH2OS,-0.16249
SAMD9L,0.01449
RIBC2,-0.085919
PIK3CB,-0.1363
RTL9,-0.084014
FAM102B,0.11075
CDADC1,-0.13412
PNRC1,0.045798
BASP1,-0.13967
MRGPRX4,0.085356
VAMP5,-0.13031
GJA8,-0.13029
KLF3,-0.10916
ROR2,-0.099465
ADM5,-0.078841
SUMO2,-0.18858
SV2A,0.067736
LOC283713,0.014975
ZNF286B,-0.15775
SCIMP,-0.15471
FRAT2,0.025025
ERICH2,0.084786
AMMECR1,-0.1675
OR2AP1,-0.14339
RHEB,0.032306
OR4A47,0.045052
PLEKHA8,-0.068896
TMEM14A,-0.18046
PPM1E,-0.017531
ASB14,-0.029937
TOR2A,0.14143
RTP5,0.045865
LAMP5,0.10587
FHL2,-0.0057254
OR11L1,-0.13471
LIPT2,-0.060757
TBX15,-0.02281
ARHGAP45,-0.29563
P4HTM,-0.20259
GNAZ,-0.018059
SEMA3A,0.050273
TDRKH,0.052625
NBEA,-0.12648
PLA2G5,-0.19457
HP1BP3,0.16971
FAM126B,0.068402
BAIAP3,-0.020134
OPN1SW,-0.19577
ISCU,-0.012697
ADGRG7,-0.12203
WDR47,-0.07004
SCGB1D4,-0.11472
KCNJ13,0.0028961
STX16,-0.045654
GPX5,-0.014297
OR52I2,-0.068566
APLF,-0.13957
SCIN,-0.17446
LARP1B,-0.010184
CCL1,-0.15828
PRDM6,-0.035577
RDH16,-0.14686
ENOSF1,-0.074185
MLKL,-0.1226
DNAJB4,-0.12177
PLSCR1,-0.082014
RNF183,-0.14129
DIP2C,-0.1503
SLC25A41,-0.11936
TBC1D29,-0.073106
HNRNPCL1,-0.1827
TCF25,-0.089373
EMC8,-0.12007
REG3G,-0.019614
TFAP2B,-0.12814
OR2G6,-0.16294
TMEM150C,-0.12428
NUS1,-0.040819
HSPB9,-0.18673
GIF,0.074703
RAB18,-0.064396
ZNF479,-0.15808
AMELX,-0.25237
ACP6,-0.15061
L3MBTL3,-0.087619
MYLK2,-0.061036
FAM193B,0.053973
NDFIP1,-0.22447
OR1Q1,-0.15433
FTO,-0.15693
MRC2,-0.18438
CBLN3,-0.15206
AKR1C4,0.18086
PPP1R18,-0.088718
PHOX2B,-0.18966
MFSD5,0.094109
SH2D5,-0.13082
C1QTNF4,-0.038689
CST9,-0.12171
SLC35G2,-0.0089019
QPCT,0.015803
LIG4,0.025197
DUSP10,0.089938
NTM,-0.050351
ASNA1,-0.14175
GPX7,-0.15434
CCNT1,-0.058046
LAMC1,-0.093192
PCDHB12,-0.14649
TPRA1,-0.1542
BMPR2,-0.16713
SPEM1,-0.13358
GVQW2,-0.029576
ZNF222,-0.14116
LHPP,-0.21651
ZNF446,-0.10158
G6PC2,0.052062
ZBTB47,-0.17819
FEM1A,0.090812
MALL,0.054395
LCE1D,-0.027869
C15orf39,-0.13525
TMEM81,0.12921
FST,0.02445
AMDHD2,0.10006
TSC22D1,0.036668
FAF1,-0.14361
ARHGEF12,-0.1591
PTPRK,0.14711
TCTEX1D2,-0.12601
UBAC1,0.088615
GCNT3,0.035366
ODF4,-0.10017
PLCD1,-0.19757
OSTN,-0.15638
NLRP14,0.046124
NFKBIL1,-0.072165
TRPC3,-0.11823
NBPF19,-0.23488
RGL3,-0.11805
RB1,0.02006
ZSCAN10,0.013216
PHLDA1,0.39389
NRK,-0.032431
GPR87,0.093224
FATE1,-0.06409
BBS7,-0.089957
BLK,-0.081472
UGT1A7,-0.11887
G6PC3,-0.044267
PRX,0.09998
KIF2A,-0.17193
GRHL1,0.056793
TTC23L,-0.026472
LRTOMT,-0.17716
VLDLR,-0.039526
TUBB6,-0.14528
TRIB2,-0.21337
TSPAN5,-0.11012
HUNK,-0.20318
ARFIP2,-0.11469
GHRH,-0.22557
C3orf70,-0.12733
FETUB,0.049721
TCHHL1,-0.09125
GNRHR,0.12502
FAM107B,0.050458
FFAR2,-0.22896
FAS,-0.16284
SMLR1,-0.054039
PNP,-0.1029
ZNF671,-0.1549
FYB,-0.11311
CNDP1,-0.076535
OR9Q2,-0.16907
KDM6B,-0.095585
JAM3,-0.049751
KIAA1614,-0.12491
RARRES2,-0.17326
ATP7A,-0.050334
PBK,-0.048099
LINGO1,0.12916
KCNJ5,-0.2002
PRAMEF5,-0.19183
CPA4,-0.2101
UQCR10,0.076353
GREB1,-0.089371
JADE1,0.17988
DCAF5,-0.079069
ZNF100,-0.26126
PDE11A,-0.085602
FAM26F,0.040011
NLN,-0.0046481
TMEM133,-0.22721
PIGC,-0.15485
C16orf95,-0.14181
CALCB,-0.12373
OR1D2,0.0026789
COBLL1,-0.11476
OLFM3,-0.17135
MCRIP1,-0.0049916
SCN3B,-0.13622
DEFB135,-0.078967
G3BP2,-0.17359
MYO5C,0.051525
TRIM39,0.03159
FEV,-0.15918
LEKR1,-0.094337
ZFP14,0.16725
SLC2A10,0.081593
NUPL2,-0.13012
LARGE2,0.45291
ZNF302,-0.13554
ZNF672,0.15197
FZD4,-0.23561
TRAM1L1,0.14549
KRT24,0.097118
C1orf186,-0.10008
SEC61A1,-0.17194
ZNHIT3,0.28207
KCNH7,-0.15977
ENTPD4,-0.062995
TMOD1,0.012281
FGF21,-0.19326
LYL1,0.082962
BIN3,-0.10251
PTDSS1,-0.038945
BRD2,0.029288
ILKAP,0.01106
ASIC5,-0.20589
SLCO2A1,-0.17818
JDP2,-0.13658
E2F5,-0.063728
SMUG1,-0.012646
NOXA1,0.12963
IER2,-0.081251
GIMAP2,-0.18137
DPYS,-0.089672
DNAJB7,0.050377
FANK1,-0.12614
SLX4IP,-0.093696
ADD3,-0.10333
FBXO31,0.081397
IL27RA,0.27082
RC3H2,0.071859
ANTXRL,0.21435
FAM58A,-0.14049
FFAR4,-0.088139
SDR16C5,0.00151
TET1,-0.070394
PKIG,-0.023299
GCA,0.097019
CIITA,-0.14619
APCS,-0.11686
STPG4,-0.10379
SLC10A3,-0.12648
KLK13,-0.064138
SLC24A1,-0.071418
C1QL1,0.10732
VTN,0.090618
CELA2A,0.13405
PRMT3,-0.1831
GJD3,-0.19877
ULBP1,-0.12889
C11orf45,-0.038895
KRTAP5-2,-0.057058
KBTBD3,-0.10865
ITCH,0.03956
C10orf99,0.023254
HIRIP3,-0.14601
PLXNB3,0.014066
DCDC2,0.045225
ENOX1,0.016343
TGFBI,-0.13484
USP44,0.064555
SERAC1,-0.27993
ESD,-0.14391
AIMP1,-0.074991
BTBD18,0.073275
GTF2H2,-0.10914
FRMD7,-0.16813
PSME1,-0.05938
MOG,-0.0048204
PAPSS2,-0.049739
CD209,-0.013266
OR5B2,-0.019146
NEXN,-0.21008
DEFB123,-0.087203
TBC1D12,0.33118
ANKEF1,-0.18331
P3H4,-0.13838
TERB2,-0.032175
ATP13A4,0.046458
IL9R,-0.19149
SMAD1,-0.12819
TMEM101,-0.14292
ZNF277,-0.11877
FOXD4L3,-0.15181
SKAP2,-0.098957
UBTFL1,-0.13247
ARHGAP22,-0.21694
GSS,-0.082661
IFIT5,-0.0029634
CLN3,0.03048
TMEM255B,0.11244
CA5B,-0.27591
PRKN,0.093661
FCRL3,0.048548
PNKD,-0.20023
IKZF2,-0.10719
UBE2G1,-0.11838
ALDH16A1,-0.13397
TAS2R20,-0.14473
VSIG10L2,0.038939
SLC22A15,-0.17837
LOC388780,-0.26341
RASSF1,-0.12806
SAGE1,-0.0039078
NAT10,0.28755
OR52E8,-0.1094
ZNF341,0.0011696
TGFBR3,0.01072
FAM9B,-0.15221
DEFB112,-0.20072
ZCWPW2,0.24399
C14orf2,-0.11477
RFX5,-0.0042944
FAM71E1,0.021568
AGRN,-0.068159
ZSCAN22,0.071977
SLC19A3,-0.081111
GVQW1,-0.15187
S1PR5,-0.14849
TIMM17B,0.010223
PTPRCAP,-0.17189
EIF2B2,-0.16502
G2E3,-0.20105
VSTM1,0.065468
COX5B,0.074633
GCSAM,0.10176
TINAGL1,-0.049135
IGSF6,-0.052899
PRMT9,0.10644
PPID,0.021422
DEFB103B,-0.16349
PCDHA11,-0.16783
KRT80,0.044037
PROX2,-0.13696
H3F3B,-0.14085
NFIB,-0.12335
PTS,-0.034892
TSPAN8,-0.108
MAU2,0.31147
NAIP,0.058582
SGK2,-0.15007
KCTD15,-0.11019
ZSWIM2,0.080723
NAXD,-0.15623
PTPDC1,-0.075434
GPSM1,0.086945
DMRTA2,-0.13939
EFNB1,-0.2231
SMTNL2,-0.08088
BNIP3,-0.0060855
CDH15,0.049121
PCMT1,-0.17954
ANGPTL1,-0.10703
BTBD16,-0.15233
MVP,0.019967
PIAS4,-0.032262
ATP6AP2,-0.046065
PDCL2,-0.20081
FERMT3,-0.1355
COQ5,-0.15557
METTL2B,-0.20608
TAP2,0.14504
CAMKMT,0.061798
SLC25A11,-0.015893
HECTD1,-0.14528
EIF3J,0.059866
AP3B1,-0.1821
VPS53,0.032786
NRSN1,0.1054
MTERF2,-0.038234
EIF2B1,-0.14135
TSPYL2,-0.13143
GSG1L,-0.035347
SPATA31A7,-0.1725
NACA,0.043067
IVL,0.10868
SDF2,-0.1078
RGS21,0.030091
OR5AU1,-0.040333
TXNDC2,0.021862
CDKN1A,-0.16689
PTN,0.025982
RAB8B,-0.065347
OR4A16,-0.027437
ZP1,-0.085619
SLC9A8,-0.1338
KRT2,-0.1241
ZFYVE19,-0.078387
DNAL4,-0.052076
ADAD2,-0.071109
MT1HL1,-0.16731
RFXANK,-0.14589
PIH1D3,0.047937
GMFB,-0.10237
CRABP2,-0.091353
SLC36A3,-0.024091
CECR2,-0.15816
MPV17,-0.14143
TFB1M,-0.18067
APOL6,0.071129
MREG,-0.11771
CSF2RA,0.017223
DUSP11,-0.093532
PDXDC1,-0.12947
C10orf76,0.1306
ZNF433,-0.011185
LCE3B,-0.029614
HNF1B,-0.045186
GPR18,-0.095512
KLHL3,-0.14458
CCDC116,-0.1485
NELFB,-0.19657
HIST2H2BF,-0.084157
CTNS,0.012657
ARSG,0.025702
NPIPA5,-0.2986
AKR1B1,-0.20507
CSRNP3,0.16197
ATF4,-0.12575
NHP2,0.012564
ZBTB44,0.13224
LZIC,-0.039267
SLC17A9,-0.049295
PRKCA,0.0027947
C17orf67,-0.0018348
P3H1,-0.1897
TSSC4,-0.11866
SSC4D,0.14499
GPX1,-0.11794
BOK,0.082066
CTHRC1,-0.0052594
WNT8B,-0.24231
SLC6A5,0.02098
P4HA3,0.07664
FHDC1,-0.12796
CYP3A43,-0.236
CD19,-0.14432
MYL2,-0.059393
CCL3,-0.1492
OR52K2,0.058329
DNAJB13,-0.19025
CEP170,-0.11852
C9orf135,0.11235
ACCSL,-0.05401
SALL1,-0.11301
GTF3C6,0.10564
FAM189A1,0.14263
CCNY,-0.16461
HDX,-0.1995
WDYHV1,-0.039719
ARHGAP35,-0.15535
PCK2,-0.1776
ORMDL1,0.11448
ANKRD1,-0.0057194
TAB2,-0.165
TNNC2,0.14607
EPHA6,-0.097848
RPP25L,-0.1845
SPCS1,-0.17446
ABHD3,0.068206
IFNA16,-0.13333
CDA,-0.0034174
ZNF395,0.022064
TFAP4,0.19391
RYR1,-0.12949
PEAK1,-0.042665
CLEC10A,-0.06357
ALPPL2,-0.028954
CASQ2,-0.13219
GAGE1,0.0046001
TMEM140,0.035343
STXBP5L,-0.1608
GPR158,-0.1344
AMTN,0.059398
ENOX2,-0.090408
SBF1,0.094451
ZC3H11A,-0.094436
ATP8B3,-0.1598
KIAA0556,0.13558
NSA2,0.11643
ARHGEF5,0.055664
C2orf66,-0.10318
ST7,0.050618
CCDC117,0.057578
UBE2J1,-0.0060992
KRTAP2-2,-0.0088127
GLT6D1,-0.036648
CMIP,-0.19433
TDP2,-0.083138
SLC5A10,-0.080302
PIGS,-0.15678
FEN1,-0.15606
STAC,-0.1486
STAG3,0.018097
COCH,0.0082224
ZNF560,-0.15864
AIG1,-0.14708
CD72,0.0083916
SIRT2,0.16038
TEX13A,-0.053635
SLC25A38,0.0032429
ARSD,-0.15734
PRR3,-0.16676
ABCC4,-0.10458
AKR1A1,-0.13348
FZD1,-0.17623
SLC27A1,0.01281
MT1G,-0.19278
CACNA2D2,-0.11793
DOCK3,-0.013813
PPIAL4A,-0.11219
EXOC8,-0.20135
GPX2,-0.12534
SYT16,-0.095156
LOC105377134,0.035698
IFNA21,-0.14163
ARF3,-0.065807
CLEC18C,0.084288
RHOU,-0.11532
TDG,-0.16691
TSPAN17,0.32379
ATAD3B,0.24904
GPKOW,0.065886
AVPR1B,-0.072879
ARHGAP20,-0.1929
MKX,-0.029312
SHC3,-0.123
SIGLEC15,-0.028975
ADAM21,-0.083824
MLLT11,-0.16625
ANKRD60,-0.14041
KCNJ3,-0.21586
ZNF578,0.068484
CNTD1,-0.069965
FBXO47,-0.030506
RTKN,-0.12626
LBHD1,-0.017985
GRM4,0.058737
SLC20A2,-0.0070896
ZBED4,0.029259
SPATS2L,0.13213
FAM219A,-0.054006
LRRC69,0.0099446
BBS5,-0.046678
MBD3L2,-0.10342
OR4S2,-0.21196
RPP21,-0.1641
LCE1F,-0.16223
ANKRD2,0.068856
DGAT1,-0.18013
NLRP6,0.0053325
CNR2,-0.086116
ANKAR,-0.15509
SEC61A2,-0.015952
PYROXD2,-0.21574
ERLIN2,-0.24507
IMPA1,-0.18373
GEMIN8,0.25291
FAM163B,0.025874
SLC6A14,-0.22702
HOMER1,-0.15351
HCRT,-0.12836
SPP2,-0.04408
ARL11,-0.15064
FCN3,-0.10374
AIFM1,0.020666
PLCE1,-0.071706
BCL2L15,-0.20956
SLC9B2,-0.10442
FBF1,0.040333
ZBTB8B,0.0063284
WIPI1,-0.040036
SHCBP1,-0.16674
EXD3,-0.14849
ABHD16A,-0.17829
SCO2,0.091935
FILIP1L,-0.065926
TNFRSF6B,-0.026624
TRHDE,-0.092813
FAM157A,-0.016101
KIAA1210,0.18835
IVNS1ABP,0.1184
NRIP2,0.13117
LOC100130442,-0.17885
MYH3,-0.18553
PHEX,-0.0074957
SPRR2A,-0.051725
ARHGEF2,0.039805
ZNF573,-0.093735
NECAB1,-0.11014
MSX1,0.0083355
RGPD1,0.017477
FHL5,-0.12938
RBM47,-0.12206
DENND4A,-0.1728
CCNE2,-0.15474
MYO10,-0.18635
USP17L12,-0.092414
PCDHGB5,-0.12383
WRNIP1,-0.19093
SLC38A7,-0.068822
SGCG,-0.14599
BMP15,-0.056155
MMP19,0.040398
SNTB2,-0.11858
MB21D2,-0.18568
TMEM154,-0.12558
CILP,-0.16064
SLC22A23,-0.0056779
MS4A4A,0.14225
ZBTB49,0.02022
ATM,-0.021821
FAM117B,-0.054515
NBPF15,-0.0492
RBMX2,-0.18652
RAD17,-0.096802
SENP7,-0.11327
MXI1,0.057118
OR6N1,-0.12892
ACVRL1,0.11418
USH1C,-0.12929
ODF3,-0.02965
HIST1H1E,-0.1054
FAM196A,-0.0030721
ZNF816,-0.2149
ALDH3B2,-0.0051614
TTLL10,0.13159
NUDT18,-0.072806
KDM2A,-0.14395
ZNF181,0.0072636
VIT,-0.082026
KIF1BP,-0.035175
GAS7,-0.14885
ZNF367,-0.015556
CSDE1,-0.079298
RASIP1,0.18268
ST14,0.12743
ATP5L,0.00049705
COL5A3,-0.10395
TEX28,0.015212
SCGN,0.054024
ARMCX1,0.00021509
LOC79999,-0.021423
FTCD,-0.042759
DUOX1,0.088067
PDLIM7,-0.134
AGAP11,0.012945
MAPK6,-0.13755
ITGAL,-0.19376
GPR6,-0.12439
C6orf106,0.1837
GNG3,-0.011263
BIRC6,0.248
CCZ1B,0.028891
LUZP4,-0.1669
SMIM1,-0.058082
LOC284898,0.0091898
OR5I1,-0.11676
HMGB1,-0.11803
GP2,-0.027425
HSF5,-0.16832
FNTA,-0.27263
SGSH,0.12971
OR10K1,0.027097
BHMG1,-0.17289
PREB,0.13469
CXCL11,-0.015844
TMEM178A,-0.12432
PPP1R14A,0.087183
CCL8,-0.016116
PYGL,0.040245
EIF2B5,-0.1623
TSPY8,-0.14041
HIST1H4H,-0.032698
TAC3,-0.030691
MASP1,-0.035208
TEF,-0.032606
ARSK,-0.098201
LST1,-0.18572
PCDHB5,-0.017741
SDS,-0.092917
ZCCHC11,-0.05205
C8orf86,-0.11261
C11orf74,-0.14684
NCR1,0.013744
WSCD1,-0.09545
LANCL3,0.036201
FAM20A,0.040751
PRL,-0.080659
GCNT4,-0.027251
SLC12A9,-0.081028
LYPD6B,0.021049
PTPN3,0.0039845
KLHL25,-0.12263
NBPF4,0.11427
CT83,-0.087604
ATP5O,0.0008333
CYP21A2,-0.064853
ZBTB3,-0.0001947
OTOA,-0.078091
BTBD6,-0.15057
SERPINA7,-0.035849
CLUAP1,-0.090975
ZNF845,-0.15916
ZNF226,0.034265
KRTAP9-9,-0.14052
RDH5,-0.17866
ANGPT1,0.00087047
ZFP69B,-0.062836
HPS5,-0.061002
TKTL1,-0.11213
CCL18,-0.017256
ERG,-0.034435
BOD1,-0.050737
BMP6,-0.12842
TUBA3C,-0.013331
PPTC7,-0.023453
CCDC166,-0.152
TAZ,-0.061779
AP4B1,-0.16313
ASB7,0.07897
XCR1,-0.17013
CADPS,0.004265
MIP,0.021908
ZNF749,-0.12525
IFI27,0.083302
MAS1,-0.029943
BEX1,-0.023989
FBXO42,-0.041143
SOX5,0.0081783
NCR2,0.0025519
ADAMTSL2,-0.14121
FOXP3,-0.099287
GPHA2,-0.005756
AMOTL1,0.013951
MARCH8,-0.13199
LGR4,-0.05853
SUGT1,-0.089415
GOLT1B,-0.15175
ANKRD66,-0.1762
HIST1H1D,0.066697
GZMH,0.087179
ROPN1,-0.05283
PRADC1,0.064794
CXCL6,0.012881
OTUD6B,-0.12455
PABPC5,-0.12012
C14orf39,0.019937
CABIN1,-0.15592
PILRA,0.01414
RGS5,0.0083258
OR4C45,0.029131
ERI3,-0.2673
LINC01750,-0.15283
SSPN,-0.21384
DNAJB3,0.15938
SCAMP5,0.071681
UCHL1,0.085697
PELI2,0.11184
GLDN,0.0033121
PRELP,0.11903
GPRIN3,-0.11493
DDX3Y,-0.14918
UCHL3,-0.053082
CRYZ,-0.10646
PPP1R3B,0.02402
PCDHB1,-0.00529
PPME1,-0.14606
ELF2,0.02709
PBDC1,-0.13902
APOL1,-0.033535
ZNF77,0.11235
XAF1,0.060864
C10orf111,-0.029118
OR2V1,-0.033976
ZNF606,-0.091599
CEP290,-0.18923
TGFB2,0.0076835
FXYD4,0.034557
RFX3,-0.10402
PRR23D1,-0.097806
IQCJ-SCHIP1,0.032239
LECT2,-0.0219
PPP2R3B,-0.039906
C5orf66,0.046591
FAM3C,-0.031106
RLN3,0.062535
SUPT4H1,-0.09085
NCAM1,0.19509
DIO1,-0.17865
ZIC4,-0.16661
LTBP2,-0.036835
B3GNTL1,0.056065
SGPL1,-0.083262
TMPRSS11B,0.026637
IL5,-0.083221
NPAS1,-0.042982
CLIP2,-0.13559
SLC35A5,0.043874
MBOAT2,0.023366
THY1,0.0073684
MID2,-0.19294
FRG2B,0.10781
NOM1,-0.066991
C16orf86,-0.11525
PLA2G12B,0.12923
IFT80,-0.11629
DEFB104A,0.071674
PCDHGC3,0.0332
CMAS,-0.032111
MRGPRF,-0.056935
CIART,0.10216
KRT15,-0.077898
UBR4,-0.13676
CTSK,0.049471
B4GALNT1,-0.098961
CCNT2,-0.185
PARP11,-0.018488
TAP1,0.11524
SCN4B,-0.081113
ANKRD20A1,0.12761
KLHDC7B,-0.017738
INSM1,0.07967
SNTN,-0.13719
TNP2,-0.02041
EDEM2,-0.14211
FAM170B,-0.12438
FAM71F2,-0.050083
C2orf76,-0.25528
TNFRSF10C,0.079498
EFNA2,-0.0497
DNAH10,0.010268
C6orf163,-0.11501
LATS2,-0.16534
RIOK3,-0.10664
MMP16,-0.13735
MIOX,-0.147
TAS2R16,-0.11682
DIS3,-0.10766
NCOA4,-0.15992
MIGA2,-0.084672
HSPA8,-0.025136
C19orf24,-0.15474
RALY,0.17953
DSG4,-0.026903
PTPN9,0.05727
KRTAP3-2,0.081452
TNC,0.10504
SLC30A9,-0.10005
SRL,0.0076062
GFOD1,0.051386
SLCO1A2,-0.087803
GXYLT1,-0.16183
CCDC91,-0.10937
RAP2A,0.082251
PHYKPL,0.045783
NPIPB9,0.012263
DLG2,-0.0040047
TIGD2,-0.11517
ATP6V0D1,-0.015004
CLC,-0.018992
ZBTB12,-0.15083
WBP2NL,-0.1961
ZNF189,-0.064018
PDZD3,0.1539
NNAT,0.0094153
PLP2,-0.16261
ZGPAT,0.040493
ZNF785,0.025405
NPIPA1,-0.11125
CHAMP1,0.1733
TFE3,-0.0037141
KRTAP12-4,-0.028985
PSMB7,-0.083183
AZI2,0.13678
A4GNT,-0.030904
EPGN,-0.13075
IL1A,0.14972
TSR1,0.22836
CLDN25,-0.0014429
SIX1,-0.083799
MFSD1,0.049276
BAK1,-0.15098
NCALD,0.04024
HSD17B11,-0.11898
SLFN12,0.10283
GLT8D2,-0.091398
AFF3,-0.12367
ABCC12,-0.1231
ANKRD30A,0.10837
CEACAM5,-0.037933
C9orf57,0.00010013
ZBTB18,-0.1225
SFTPB,0.11195
SOX4,0.060731
PRR16,-0.20415
MROH6,-0.13653
COL21A1,-0.24152
DGKH,0.030784
LRRC28,-0.068646
PGRMC1,0.079825
LARP7,-0.13997
CHN1,0.097067
ACTRT1,0.025032
OR2A12,-0.067461
TMEM185A,-0.11014
DEFB121,0.098563
TGM4,-0.11748
CD22,-0.16937
PLEKHG7,0.14147
TMEM158,0.016782
MACF1,-0.11163
SARNP,0.0015404
SNN,0.0076213
APOL3,-0.074586
ABHD2,-0.032777
TBC1D19,0.031818
NKX1-2,-0.17013
UBXN7,-0.013921
C12orf74,-0.031988
PHOX2A,0.00633
GPR34,-0.058217
CYP4F2,-0.052757
SGPP1,-0.1033
ZNF501,-0.060813
CCDC137,0.033186
CACNG7,-0.1472
SHISA9,-0.068533
AMZ1,-0.067321
YARS,-0.06168
PCP4L1,-0.1178
UBR5,-0.087753
CEP162,-0.12791
CC2D2A,-0.08734
OR1S1,-0.035825
TMEM52B,0.030794
B3GNT2,0.047681
SCHIP1,-0.091259
TCTN2,-0.16682
APOBEC4,-0.022624
CER1,-0.15229
KHDC1,-0.11173
ZNF7,-0.0001413
GPC3,-0.080589
EPHB3,0.01209
TMSB10,0.0052595
TMEM8B,-0.033027
PCDHA3,-0.0037228
DPPA4,-0.20749
RGS3,-0.047199
UGGT2,-0.09196
DPYSL5,0.10499
DYDC1,-0.1363
DBF4B,-0.11482
WSCD2,0.095297
PLEKHH1,0.044226
OCSTAMP,-0.094057
TAPT1,-0.063801
AGTR2,-0.019297
EDNRA,0.044425
GAMT,0.14119
CASK,-0.12005
KLF12,-0.18176
DMBX1,0.06598
SLC16A11,-0.17413
KRT71,0.12077
PRR18,0.053362
WFIKKN1,-0.04202
SCEL,0.036215
PROS1,-0.063213
OR6C70,-0.067333
RCN2,0.024658
MTUS2,-0.053097
REPIN1,-0.2217
CAV1,0.099622
IGFL4,-0.18012
PIK3CD,-0.023301
MYL6B,-0.090291
CCDC107,-0.041815
GPR155,-0.073027
PRAMEF12,0.060321
HEYL,0.059895
NCAPG2,0.070312
HACD1,-0.099291
BAD,0.04755
SPATA12,-0.061292
PSIP1,0.021862
ALB,-0.066802
LRG1,-0.094189
PCDHGA1,-0.081978
ADAM29,-0.0052864
ASB13,-0.011632
MSL2,-0.14286
NTN4,0.014947
MMRN2,-0.11177
DUSP23,0.051818
UGT8,-0.2008
PSMA7,-0.0031551
TMEM109,-0.089658
LHFPL5,-0.071995
FGF19,-0.11597
CLEC18B,-0.11548
AKAP4,-0.11236
SIRT4,0.14454
REXO5,0.018536
TSGA10IP,-0.103
COPS7A,-0.14059
SORD,-0.1267
RTF1,0.036232
RNASE7,-0.1516
LGALS3,-0.094378
IBSP,0.051309
CXCL5,-0.063679
C12orf42,-0.1366
OR9G4,-0.017437
SMTNL1,-0.11461
RBP5,0.037458
MSTN,0.047354
SNX20,-0.073634
EIF4E1B,-0.08145
PDK2,-0.12025
EEF1B2,-0.22609
FAM45A,-0.028275
NSUN5,-0.06618
YLPM1,-0.029124
HINT3,-0.098043
MAATS1,-0.068959
CEL,0.018014
DNAJA3,0.27159
HBB,-0.033673
PCDHGB4,-0.16643
ANKRD61,-0.14978
NXNL2,-0.01668
CYTH3,-0.09374
LRCH1,0.070121
NKX6-3,0.010108
CEMIP,-0.15663
CHST13,0.18994
HCRTR2,-0.15843
TMEM64,-0.1197
RNF11,-0.13504
TGM6,0.080068
SBK2,-0.11385
SPRR2F,-0.027924
EBI3,0.015484
HTR1F,-0.080373
SVIL,-0.0512
ZNF207,0.083388
TMPRSS7,-0.17356
ABCA8,-0.092222
LCOR,-0.18143
ASB11,-0.021897
LOC389602,-0.058805
LTBR,0.010222
GAGE12J,-0.054144
OR2AG1,-0.082724
ESRRG,-0.074099
PABPC1L,-0.1307
GEMIN7,-0.11197
SOD1,0.066534
CASC1,-0.079094
B4GALT7,-0.034189
CD40,0.035825
CNTNAP2,-0.035114
SLC38A1,-0.15108
ACSL4,0.11401
CLDN5,-0.067266
CDCP2,-0.057589
CHEK1,-0.069927
ZMYM6,-0.094664
PRUNE1,-0.14021
IGFBP1,-0.077887
RNF139,-0.11484
LILRA4,-0.13403
PCDHGA9,-0.093197
CREB1,-0.1229
IER3IP1,-0.016534
SLC20A1,0.072979
GSTM2,0.053542
FKBP1A,-0.017199
ZNF624,0.054087
TRPM5,0.24935
CYB561,-0.054814
KLHL23,0.043478
PI3,-0.16583
TUBE1,-0.11455
ADHFE1,-0.05151
KIAA0040,-0.14092
TSC22D2,-0.13623
MAPRE1,-0.029966
XDH,-0.086861
EVI5,0.021973
KRTAP10-10,0.058809
ABCB10,0.020004
KCNG4,-0.17184
CEP55,0.049148
IFNA4,-0.030261
PRPF31,0.491
SOX30,-0.034098
LRRC49,-0.16313
PLIN5,-0.051574
PLA2G2C,0.15158
NEU3,0.15333
VAMP8,-0.065587
DLX1,-0.083841
LOC728392,0.008911
ZNF106,-0.17629
TAS2R1,-0.022411
AGPAT4,-0.048979
OR2B2,-0.21998
KRTAP27-1,-0.016822
LARP4,-0.12261
JMJD4,-0.20725
TSPAN14,-0.12433
ROBO1,0.017549
SAMD11,-0.031659
SRR,-0.03026
SLC25A46,0.13359
AURKAIP1,-0.092829
VHLL,0.024668
KLHL7,0.02289
LMBRD2,0.057191
GBP6,-0.093947
LOC286254,0.011298
RFXAP,-0.10647
MAP2K4,0.18003
MED21,0.13359
ITPR2,-0.06183
AGK,-0.079778
STK19,0.041367
ZPLD1,-0.16875
L1CAM,-0.18182
ATP8B4,-0.017006
SKI,0.074861
NCEH1,-0.10346
KAT2B,-0.13628
CST5,-0.1128
ARL2,0.020179
BCAP29,0.051055
C22orf42,0.023644
BCDIN3D,-0.054722
PARD3,0.061334
TAS2R43,0.026937
G3BP1,-0.012565
DCAKD,0.012608
MAPK8,0.089889
KRTAP1-5,-0.13131
TAS2R30,-0.15238
H1FNT,-0.18674
PLEKHA2,-0.056423
