Gene,Score
CLIC1,0.052987
CLIC2,0.032566
CLIC3,-0.143365
CLIC4,0.343335
CLIC6,0.19840126
CLINT1,0.149977
CLIP1,0.241705
CLIP2,0.1423555
CLIP3,-0.017845
CLK1,-0.18449
CLK2,-0.028405
CLK3,-0.11603
CLK4,-0.1892685
CLLU1,0.168029
CLLU1OS,-0.21851
CLMN,-0.162129
CLMP,-0.1164945
CLN3,0.240175
CLN5,0.183372
CLN6,0.26548
CLN8,-0.270575
CLNK,0.0097105
CLNS1A,-0.203195
CLOCK,-0.36096
CLP1,-0.1064455
CLPB,0.2093985
CLPP,0.233155
CLPS,0.153251
CLPSL1,0.2188
CLPSL2,0.19185
CLPTM1,0.18133
CLPTM1L,-0.23358496
CLPX,-0.0704665
CLRN1,0.04641
CLRN2,-0.121621
CLRN3,0.1055695
CLSPN,0.388305
CLSTN1,-0.21345
CLSTN2,-0.27076
CLSTN3,0.25014
CLTA,-0.334675
CLTB,0.0418885
CLTC,-0.215254
CLTCL1,-0.324185
CLTRN,0.03179
CLU,-0.25785
CLUAP1,0.146972
CLUH,-0.082115
CLUL1,-0.025267
CLVS1,-0.299445
CLVS2,-0.0430245
CLXN,-0.098645
CLYBL,0.150119
CMA1,-0.149332
CMAS,0.211505
CMBL,0.05315176
CMC1,0.103145
CMC2,0.2417235
CMC4,0.0660725
CMIP,-0.296225
CMKLR1,0.0681525
CMKLR2,-0.48917
CMPK1,0.179735
CMPK2,0.338575
CMSS1,0.048195
CMTM1,-0.229575
CMTM2,0.1477455
CMTM3,0.0204665
CMTM4,0.362685
CMTM5,0.012503
CMTM6,-0.069506
CMTM7,0.44058
CMTM8,-0.2633
CMTR1,-0.04038375
CMTR2,0.25447
CMYA5,-0.21939975
CNBD1,0.09516
CNBD2,-0.006277
CNBP,-0.006345
CNDP1,-0.0431455
CNDP2,0.391435
CNEP1R1,-0.03842
CNFN,-0.350275
CNGA1,-0.178495
CNGA2,-0.062849
CNGA3,-0.287043
CNGA4,-0.03832
CNGB1,0.02945975
CNGB3,0.09117
CNIH1,-0.0219
CNIH2,0.083332
CNIH3,-0.203084
CNIH4,0.048088
CNKSR1,-0.206875
CNKSR2,0.05943275
CNKSR3,0.13916175
CNMD,0.03005
CNN1,0.0849675
CNN2,-0.068365
CNN3,0.16633
CNNM1,0.26143
CNNM2,0.0391235
CNNM3,-0.09262
CNNM4,0.12738
CNOT1,0.516445
CNOT10,0.22945
CNOT11,0.69802
CNOT2,0.084193
CNOT3,0.407745
CNOT4,0.1184565
CNOT6,0.28073
CNOT6L,0.0617595
CNOT7,0.108009
CNOT8,-0.32181
CNOT9,0.033569
CNPPD1,-0.217814
CNPY1,0.00267945
CNPY2,0.1080865
CNPY3,-0.354839
CNPY4,-0.091861
CNR2,-0.11655339
CNRIP1,0.066105
CNST,0.12087
CNTD1,0.0519335
CNTF,-0.170065
CNTFR,0.07339
CNTLN,0.058035
CNTN1,-0.12583883
CNTN2,0.319465
CNTN3,-0.08575
CNTN4,-0.127883
CNTN5,-0.1343935
CNTN6,-0.0646615
CNTNAP1,0.0490175
CNTNAP2,0.1053005
CNTNAP3,0.042225
CNTNAP3B,-0.1044605
CNTNAP4,-0.075812
CNTNAP5,0.125595
CNTRL,-0.004675
CNTROB,-0.16103
COA1,-0.1479985
COA3,-0.153099
COA4,-0.06398
COA5,-0.20269
COA6,-0.014164
COA7,0.04707
COA8,-0.00375
COASY,-0.0098435
COBL,-0.00702
COBLL1,-0.09837
COCH,-0.1344235
COG1,-0.482345
COG2,-0.649318
COG3,-0.99778
COG4,-0.589005
COG5,-0.285715
COG6,-0.2134505
COG7,-0.1813525
COG8,-0.31838
COIL,0.1627065
COL10A1,0.09023
COL11A1,-0.0444505
COL11A2,-0.02729
COL12A1,-0.03444165
COL13A1,-0.095776
COL14A1,0.1126075
COL15A1,0.16472
COL16A1,0.1308105
COL17A1,0.100915
COL18A1,-0.152774
COL19A1,0.26797
COL1A1,0.20952
COL1A2,-0.053478405
COL20A1,-0.1705245
COL21A1,-0.12925
COL22A1,0.1551335
COL23A1,-0.0229082
COL24A1,-0.05218
COL25A1,-0.1331335
COL26A1,0.15774
COL27A1,-0.181501
COL28A1,0.12924
COL2A1,-0.083575
COL3A1,-0.27009
COL4A1,0.05808
COL4A2,-0.04447
COL4A2-AS2,0.1251635
COL4A3,-0.217327
COL4A4,-0.00894
COL4A5,0.00210115
COL4A6,-0.15426394
COL5A1,0.168485
COL5A2,-0.2503855
COL5A3,0.00927
COL6A1,0.22088
COL6A2,-0.086719
COL6A3,-0.132075
COL6A5,-0.018605
COL6A6,0.0947515
COL7A1,-0.268605
COL8A1,-0.19718
COL8A2,-0.156375
COL9A1,0.04449
COL9A2,0.148575
COL9A3,0.1988725
COLCA1,0.0734675
COLEC10,0.078049
COLEC11,-0.0820415
COLEC12,0.336125
COLGALT1,0.285045
COLGALT2,-0.041713
COLQ,0.19055
COMMD1,0.203455
COMMD10,-0.51185
COMMD2,-0.08476
COMMD3,-0.2875185
COMMD4,0.05604
COMMD5,-0.170365
COMMD6,-0.294398
COMMD7,-0.358985
COMMD8,-0.398745
COMMD9,-0.17989
COMP,0.0086615
COMT,0.609395
COMTD1,0.05558915
COPA,-1.228208
COPB1,0.128565
COPB2,-0.3661135
COPE,-0.445035
COPG1,0.0202585
COPG2,0.148105
COPRS,0.14259
COPS2,-0.10031
COPS3,0.050324
COPS4,-0.500705
COPS5,0.16705
COPS6,0.093619
COPS7A,0.14104
COPS7B,0.117625
COPS8,0.36407
COPS9,0.512115
COPZ1,-1.11584
COPZ2,0.060605
COQ10A,-0.037021
COQ10B,-0.25244
COQ2,-0.1666875
COQ3,0.336585
COQ4,-0.506535
COQ5,-0.397535
COQ6,-0.23178
COQ7,-0.2877863
COQ8A,0.2916875
COQ8B,0.139871
COQ9,0.41702
CORIN,-0.110585
CORO1A,0.30715
CORO1B,-0.28897
CORO1C,0.28975
CORO2A,0.251582
CORO2B,0.19117
CORO6,0.2589615
CORO7,0.0382715
CORT,-0.006348
COTL1,0.250747
COX10,0.26281
COX11,-0.16603465
COX14,-0.159695
COX15,-0.18384
COX16,0.10003
COX17,-0.0136135
COX18,0.036919
COX19,-0.11601
COX20,0.145945
COX4I1,0.1379
COX4I2,-0.206265
COX5A,-0.101468
COX5B,0.239235
COX6A1,-0.121515
COX6A2,0.29961
COX6B1,-0.16417
COX6B2,-0.163615
COX6C,-0.3534
COX7A1,-0.2468135
COX7A2,0.2080345
COX7A2L,-0.039566
COX7B,0.102484
COX7B2,0.135045
COX7C,0.052665
COX8A,-0.062024
COX8C,0.283465
CP,-0.06112761
CPA1,0.0035545
CPA2,-0.049703
CPA4,0.11146625
CPA5,-0.028785
CPAMD8,-0.03138825
CPB1,0.163991
CPB2,0.1709
CPE,0.12188
CPEB1,0.307355
CPEB2,0.1317505
CPEB3,-0.0834875
CPEB4,-0.13335
CPED1,0.076941
CPLANE1,-0.00509
CPLANE2,-0.053412
CPLX1,-0.053551
CPLX2,0.160654
CPLX3,-0.176535
CPLX4,0.0369435
CPM,0.00217
CPNE1,0.1442755
CPNE2,-0.0901935
CPNE3,0.197405
CPNE4,-0.376335
CPNE5,-0.15856
CPNE6,-0.292955
CPNE7,0.091056
CPNE8,0.0256865
CPNE9,0.03956
CPOX,-0.0173907
CPPED1,0.057890426
CPQ,-0.2080605
CPSF1,-0.430795
CPSF2,0.761135
CPSF3,0.1578785
CPSF4,0.10996
CPSF4L,-0.272435
CPSF6,0.0558
CPSF7,0.0419826
CPT1A,0.460545
CPT1B,0.28686
CPT1C,0.073228
CPT2,-0.130862
CPTP,0.108698
CPVL,0.190235
CPXCR1,0.022755
CPXM1,0.03951135
CPXM2,0.0035015
CPZ,0.020875
CR1,0.024015
CR1L,0.060225
CR2,0.32079
CRABP1,-0.3040825
CRABP2,0.017345
CRACD,-0.1158705
CRACDL,0.1364865
CRACR2A,-0.16316
CRACR2B,0.0988465
CRADD,0.040069
CRAMP1,-0.10584
CRAT,-0.22987
CRB1,-0.083676
CRB2,-0.129954
CRB3,-0.180996
CRBN,-0.2178
CRCP,-0.325245
CRCT1,0.245765
CREB1,-0.0996806
CREB3L1,-0.1381055
CREB3L2,0.013449
CREB3L3,0.219605
CREB3L4,0.0028335
CREB5,-0.3381
CREBBP,-0.563725
CREBL2,0.249915
CREBRF,-0.10397
CREBZF,-0.0822455
CREG1,0.27296
CREG2,0.0240585
CRELD1,0.017467
CRELD2,0.1595625
CREM,0.00518
CRH,-0.00642
CRHBP,-0.1157831
CRHR1,0.0281
CRHR2,-0.014731
CRIM1,-0.0510055
CRIP2,0.107609
CRIP3,0.156865
CRIPAK,0.09465
CRIPT,0.142698
CRISP1,-0.43584
CRISP2,0.18502
CRISP3,-0.47706
CRISPLD1,-0.1118415
CRISPLD2,-0.2286875
CRK,0.14208975
CRKL,-0.039515
CRLF1,0.102165
CRLF2,-0.05671
CRLF3,0.08426065
CRLS1,0.144305
CRMP1,-0.0524895
CRNDE,0.289655
CRNKL1,0.0135125
CRNN,0.0069835
CROCC,-0.069683
CROCC2,0.054745
CROT,-0.046415
CRP,0.057865
CRPPA,-0.024785
CRTAC1,0.20698
CRTAM,0.1866315
CRTAP,0.001335
CRTC1,-0.1371056
CRTC2,-0.10851
CRTC3,0.300825
CRX,0.064771
CRY1,-0.0601165
CRY2,-0.0601725
CRYAA,0.216005
CRYAB,0.1480135
CRYBA1,0.030385
CRYBA2,0.0947295
CRYBA4,-0.117035
CRYBB1,-0.04654
CRYBB2,-0.235115
CRYBB3,-0.04192
CRYBG1,0.128637
CRYBG2,0.082962
CRYBG3,-0.0041545
CRYGA,0.140187
CRYGB,-0.0725975
CRYGC,-0.028645
CRYGD,-0.0426955
CRYGN,-0.01929905
CRYGS,0.050172
CRYL1,-0.0027275
CRYM,0.037898
CRYZ,-0.000385
CRYZL1,0.34254
CS,0.135301
CSAD,0.071339
CSAG1,-0.176735
CSAG3,-0.14506045
CSDC2,0.1260823
CSDE1,-0.26641
CSE1L,0.56768
CSF1,-0.041785
CSF1R,0.259065
CSF2,0.143161
CSF2RA,-0.00396
CSF2RB,0.1318105
CSF3,-0.1209715
CSF3R,-0.09075195
CSGALNACT1,-0.1118795
CSGALNACT2,-0.018283
CSH1,-0.071235
CSH2,-0.22418
CSHL1,0.1437
CSK,-0.27499
CSKMT,-0.000595
CSMD1,0.288265
CSMD2,-0.109952
CSMD3,-0.165355
CSN1S1,-0.20783
CSNK1A1,-0.0613985
CSNK1A1L,-0.081861
CSNK1D,0.2011
CSNK1E,-0.3245
CSNK1G1,-0.1441865
CSNK1G2,0.46365
CSNK1G3,0.30955
CSNK2A2,0.2666825
CSNK2A3,-0.032859
CSNK2B,0.0279245
CSPG4,0.17298
CSPG5,0.27035
CSPP1,-0.090645
CSRNP1,-0.0527075
CSRNP2,-0.1020425
CSRNP3,-0.0038885
CSRP1,0.32474795
CSRP2,0.1957025
CSRP3,-0.051796
CST1,-0.164555
CST11,0.193073
CST2,0.076263
CST3,0.033435
CST4,0.013425
CST5,-0.023778
CST7,-0.14559
CST8,0.2397445
CST9,0.048354
CST9L,-0.33265
CSTA,0.0091857
CSTB,0.15241624
CSTF1,0.21384536
CSTF2,0.243475
CSTF2T,-0.0170875
CSTF3,0.2373365
CSTL1,0.242745
CSTPP1,0.1503375
CT45A1,-0.0746
CT45A10,-0.1638745
CT45A3,-0.0705715
CT45A7,0.056347
CT47A11,0.136453
CT47B1,0.1558605
CT55,-0.0908534
CT62,-0.0845065
CT83,-0.0519932
CTAG1A,0.2287
CTAG1B,-0.180316
CTAG2,-0.133965
CTAGE1,-0.263275
CTAGE15,-0.055665
CTAGE6,-0.0167065
CTAGE8,0.170645
CTAGE9,0.055005
CTBP1,0.122211
CTBP2,-0.1809313
CTBS,-0.331
CTC1,0.2974
CTCF,-0.08922
CTCFL,-0.1361791
CTDNEP1,-0.3624
CTDP1,0.405435
CTDSP1,-0.1738725
CTDSP2,0.24272
CTDSPL,-0.5026405
CTDSPL2,0.65902
CTF1,-0.084731
CTHRC1,-0.031625
CTIF,0.08217
CTLA4,0.015375
CTNNA1,0.12221
CTNNA2,-0.10575
CTNNA3,-0.1643525
CTNNAL1,-0.3028395
CTNNB1,0.0771265
CTNNBIP1,-0.31763
CTNNBL1,0.48903
CTNND1,-0.1388485
CTNND2,0.164569
CTNS,-0.062816
CTPS1,0.549205
CTPS2,0.1057855
CTR9,-0.30802736
CTRB1,0.13379
CTRB2,-0.121896
CTRC,0.0018565
CTRL,-0.0142285
CTSA,0.132465
CTSB,0.0874775
CTSC,-0.05188
CTSD,-0.34899
CTSE,-0.0831825
CTSF,0.032395
CTSG,0.095855
CTSH,-0.0609035
CTSK,-0.1161025
CTSL,0.29489
CTSS,0.2155015
CTSV,0.064105
CTSW,-0.1040235
CTSZ,0.228805
CTTN,0.186964
CTTNBP2,-0.1243875
CTTNBP2NL,-0.223455
CTU1,-0.31499
CTU2,0.28338
CTXN1,0.0101925
CTXN2,0.098678
CTXN3,0.104584
CUBN,-0.0017145
CUEDC1,-0.10038
CUEDC2,-0.006067
CUL1,-1.079555
CUL2,0.240215
CUL3,0.43311
CUL4A,0.171478
CUL4B,0.053983
CUL5,0.253275
CUL7,-0.1102695
CUL9,0.255215
CUTA,-0.09001
CUTC,-0.289845
CUX1,-0.04236
CUX2,-0.3030615
CUZD1,0.2074055
CWC15,-0.00896
CWC22,0.336175
CWC25,0.26972
CWC27,0.020335
CWF19L1,0.0920855
CWF19L2,-0.10178
CWH43,0.26417
CX3CL1,0.27431
CX3CR1,0.23013
CXADR,0.07489
CXCL1,0.0023155
CXCL10,-0.01043175
CXCL11,0.0840755
CXCL12,-0.0890225
CXCL13,-0.245095
CXCL14,0.2036705
CXCL16,-0.3172155
CXCL17,0.09373
CXCL2,-0.13222
CXCL3,0.18574
CXCL5,-0.2121445
CXCL6,-0.130474
CXCL8,0.3277595
CXCL9,-0.0130235
CXCR1,0.24592
CXCR2,0.0449385
CXCR3,-0.120325
CXCR4,0.078652
CXCR5,0.08453
CXCR6,-0.0458455
CXXC1,0.03050325
CXXC4,-0.065741
CXXC5,0.0960015
CXorf38,0.137325
CXorf49,-0.0856805
CXorf49B,0.19045
CXorf51A,-0.0090425
CXorf58,-0.14907315
CXorf65,0.00615
CXorf66,-0.0674025
CYB561,-0.11119
CYB561A3,-0.238975
CYB561D1,-0.0246835
CYB561D2,-0.0801985
CYB5A,0.078599
CYB5B,0.07319
CYB5D1,-0.013712
CYB5D2,0.0479935
CYB5R1,-0.319095
CYB5R2,-0.1209535
CYB5R3,0.079372
CYB5R4,0.1132265
CYB5RL,0.18133
CYBA,-0.320865
CYBB,0.0185615
CYBC1,-0.0337355
CYBRD1,-0.077963
CYC1,0.328299
CYCS,0.119225
CYFIP1,0.091163
CYFIP2,0.173015
CYGB,0.096117
CYLC1,-0.0456865
CYLC2,-0.06677
CYLD,0.30585
CYP11A1,0.31356
CYP11B1,-0.01271525
CYP11B2,-0.03810675
CYP17A1,-0.017019
CYP19A1,0.22756
CYP1A1,-0.12871
CYP1A2,0.17817664
CYP1B1,0.2666
CYP20A1,-0.15336
CYP21A2,0.03442975
CYP24A1,0.300475
CYP26A1,-0.058371
CYP26B1,-0.058253027
CYP26C1,-0.267652
CYP27A1,-0.157788
CYP27B1,0.149034
CYP27C1,-0.0197655
CYP2A13,0.001948
CYP2A6,-0.0641685
CYP2A7,-0.086813
CYP2B6,0.0825135
CYP2C18,0.32764
CYP2C19,0.433055
CYP2C8,-0.17904
CYP2C9,-0.27523
CYP2D6,-0.039853
CYP2E1,0.20988
CYP2F1,-0.25686
CYP2J2,0.060669
CYP2R1,-0.1420948
CYP2S1,-0.24654
CYP2U1,-0.245325
CYP2W1,-0.031141
CYP39A1,0.230775
CYP3A4,-0.024925
CYP3A43,-0.1542285
CYP3A5,0.1029635
CYP3A7,-0.1504235
CYP46A1,-0.158095
CYP4A11,-0.03306
CYP4A22,0.1369885
CYP4B1,-0.089255
CYP4F11,0.14809
CYP4F12,-0.1372135
CYP4F2,-0.127265
CYP4F22,0.019082
CYP4F3,-0.061135
CYP4F8,-0.1670495
CYP4V2,0.0085
CYP4X1,0.051505
CYP4Z1,0.04407
CYP51A1,0.123788
CYP7A1,-0.289935
CYP7B1,0.251125
CYP8B1,-0.098665
CYREN,-0.0280145
CYRIA,-0.194781
CYRIB,0.406745
CYS1,0.0193075
CYSLTR1,-0.0925615
CYSLTR2,0.24294285
CYSRT1,0.0456925
CYSTM1,0.002519
CYTH1,0.121695
CYTH2,0.16528
CYTH3,-0.1562775
CYTH4,-0.136825
CYTIP,0.24079
CYTL1,0.0812855
CYYR1,-0.17827235
CYYR1-AS1,-0.157795
CZIB,-0.0015865
D2HGDH,-0.051347
DAAM1,-0.0303663
DAAM2,0.1352365
DAB1,-0.366735
DAB2,-0.0788525
DAB2IP,-0.271045
DACH1,0.204873
DACH2,-0.01673
DACT1,-0.0856135
DACT2,0.27042
DACT3,-0.0026785
DAD1,-0.4808
DAG1,0.1077015
DAGLA,-0.314095
DALRD3,-0.1820815
DAND5,0.1136736
DAOA,0.191215
DAPK1,-0.050785
DAPK2,0.13591
DAPK3,-0.03554
DAPL1,0.054531
DAPP1,-0.153128
DARS1,-0.243845
DARS2,0.241895
DAW1,0.0052715
DAXX,-0.30083
DAZ1,0.120981
DAZ2,-0.244225
DAZAP1,0.058625
DAZAP2,-0.15219
DAZL,0.00418
DBF4,0.49619
DBF4B,0.128295
DBH,-0.113447
DBN1,0.04474
DBNDD1,0.1021565
DBNDD2,0.137762
DBNL,0.11951
DBR1,-0.244041
DBT,-0.249736
DBX1,0.15863
DBX2,-0.0575635
DCAF1,0.35234
DCAF10,0.179185
DCAF11,-0.25887
DCAF12,-0.0591585
DCAF12L1,0.2752555
DCAF12L2,0.0193
DCAF13,0.29992
DCAF15,-0.0019275
DCAF16,0.02957
DCAF17,0.35511
DCAF4,-0.045622
DCAF4L1,-0.0285915
DCAF4L2,-0.12252
DCAF5,-0.0471995
DCAF6,0.108915
DCAF7,-0.0976645
DCAF8L1,0.02944
DCAF8L2,0.18743
DCAKD,0.11772
DCANP1,-0.07047
DCBLD1,-0.376254
DCBLD2,0.015685
DCC,0.0376275
DCD,0.074536
DCDC1,-0.0376955
DCDC2,0.0335315
DCDC2B,0.20661
DCDC2C,0.0990215
DCHS1,-0.209665
DCHS2,-0.06704
DCK,0.1090475
DCLK1,0.0068805
DCLK2,0.0603115
DCLK3,0.199024
DCLRE1A,0.23916
DCLRE1B,-0.232
DCLRE1C,0.09295
DCN,-0.40112
DCP1A,-0.0696766
DCP1B,0.0627415
DCP2,0.214405
DCPS,-0.257025
DCST1,-0.0709415
DCST2,-0.017094
DCSTAMP,0.1969675
DCT,-0.232
DCTD,-0.082461
DCTN1,-0.011071
DCTN2,-0.2294885
DCTN3,0.12287
DCTN4,-0.374283
DCTN5,0.080305
DCTN6,0.058499
DCTPP1,-0.156705
DCUN1D1,-0.0414515
DCUN1D2,0.184355
DCUN1D3,-0.081142
DCUN1D4,-0.016916
DCUN1D5,-0.077675
DCX,-0.0113795
DCXR,0.0438425
DDA1,-0.578735
DDAH1,0.075634
DDAH2,-0.0126085
DDB1,-0.031002
DDB2,-0.0035805
DDC,-0.047979
DDHD1,0.125784
DDHD2,0.063584
DDI1,0.190415
DDI2,0.25004
DDIAS,0.1154855
DDIT3,0.0844285
DDIT4,0.27029
DDIT4L,-0.01319
DDN,-0.162505
DDO,0.135585
DDOST,-0.1603545
DDR1,-0.1304238
DDR2,-0.11888
DDRGK1,0.047785
DDT,0.13056
DDX1,0.176385
DDX10,0.288015
DDX11,0.1866055
DDX17,0.328915
DDX18,0.008055
DDX19A,0.255595
DDX19B,-0.1898505
DDX20,0.070665
DDX21,-0.26142
DDX23,0.3119
DDX24,0.332335
DDX25,-0.043108
DDX27,0.150699
DDX28,0.190184
DDX31,0.003886
DDX39A,0.0782185
DDX39B,0.215865
DDX3X,0.376375
DDX3Y,-0.26678
DDX4,0.206565
DDX41,0.1488705
DDX42,0.3565425
DDX43,-0.137038
DDX46,-0.049786
DDX47,0.12325
DDX49,-0.060443
DDX5,-0.0443425
DDX50,-0.227805
DDX51,-0.04867
DDX52,0.0844425
DDX53,0.28511
DDX54,0.086535
DDX55,-0.169374
DDX56,0.0594935
DDX59,-0.066625
DDX6,0.0980565
DDX60,-0.1796295
DDX60L,-0.305445
DEAF1,0.3774842
DECR1,-0.0369305
DECR2,-0.142305
DEDD,0.0011675
DEDD2,0.02867
DEF8,-0.0454665
DEFA3,-0.333045
DEFA4,-0.158365
DEFA5,0.117816
DEFA6,-0.5122535
DEFB1,0.150925
DEFB103B,0.004125
DEFB104A,-0.251505
DEFB104B,-0.169575
DEFB105A,0.397155
DEFB106A,-0.183505
DEFB106B,0.175066
DEFB107A,0.35918
DEFB108B,-0.16357
DEFB110,-0.377292
DEFB112,0.116079
DEFB113,0.13748
DEFB114,0.001701
DEFB115,-0.292765
DEFB116,-0.206785
DEFB118,-0.13753
DEFB119,0.062365
DEFB121,0.0684715
DEFB123,0.078675
DEFB124,-0.0173935
DEFB125,0.26162076
DEFB126,-0.095775
DEFB127,0.139927
DEFB128,-0.0678235
DEFB129,0.0472955
DEFB130A,0.186414
DEFB131A,0.066305
DEFB132,-0.23956
DEFB133,0.033095
DEFB134,0.093195
DEFB135,0.092482
DEFB136,-0.0384905
DEFB4A,0.2819365
DEFB4B,0.1577125
DEGS1,0.3799465
DEGS2,0.0694515
DEK,0.0240345
DELE1,-0.1722445
DENND10,-0.0203329
DENND11,0.404925
DENND1A,0.04599
DENND1B,0.35761
DENND1C,0.07967
DENND2A,-0.0992835
DENND2B,-0.1192425
DENND2C,-0.09130295
DENND2D,-0.07327
DENND3,0.1460925
DENND4A,-0.1789065
DENND4B,-0.1149145
DENND4C,-0.0230525
DENND5A,-0.0231905
DENND5B,-0.1385995
DENND6A,0.163434
DENND6B,0.26875
DENR,-0.19625
DEPDC1,-0.108441
DEPDC1B,0.04660265
DEPDC4,-0.187855
DEPDC5,0.096645
DEPDC7,-0.1694735
DEPP1,0.29525
DEPTOR,-0.33295
DERA,-0.159365
DERL1,-0.325512
DERL2,-0.342083
DERL3,0.187841
DES,-0.49181
DESI1,-0.0176165
DESI2,0.061461
DET1,0.051669
DEUP1,0.011269
DEXI,0.117965
DFFA,0.05087
DFFB,0.33876407
DGAT1,-0.23279
DGAT2,0.23887
DGAT2L6,-0.083208
DGCR2,0.08137
DGCR6,0.0433455
DGCR6L,-0.1331785
DGCR8,0.59846
DGKA,0.04943
DGKB,-0.002375
DGKD,-0.14901
DGKE,-0.08169
DGKG,0.021836
DGKH,-0.240985
DGKI,0.29485
DGKK,-0.14372
DGKQ,-0.1278465
DGKZ,0.88185
DGLUCY,0.0800065
DGUOK,-0.1257785
DHCR24,0.052661
DHCR7,-0.030053
DHDDS,-0.710135
DHDH,0.1855555
DHFR,0.095719
DHFR2,0.057185
DHH,0.0225135
DHODH,0.1318725
DHPS,0.14102
DHRS1,-0.0561255
DHRS11,-0.022368
DHRS12,0.149045
DHRS13,-0.1049245
DHRS2,-0.32925
DHRS3,-0.13566445
DHRS4,-0.0931812
DHRS4L1,0.258075
DHRS7,0.101465
DHRS7B,0.070021704
DHRS7C,-0.01296
DHRS9,0.073596
DHTKD1,0.164217
DHX15,-0.08218
DHX16,-0.307775
DHX29,-0.713745
DHX30,0.0943765
DHX32,0.0954925
DHX33,0.02562
DHX34,0.024015
DHX35,0.296325
DHX36,-0.617645
DHX37,0.2602435
DHX38,-0.215605
DHX40,-0.042685
DHX57,0.0831365
DHX58,0.231075
DHX8,-0.09924
DHX9,-0.16789
DIABLO,0.282195
DIAPH1,-0.352035
DIAPH2,-0.1091455
DIAPH3,-0.16626
DICER1,0.023771
DIDO1,0.2058807
DIMT1,0.143083
DIO2,-0.1061155
DIO3,0.018898
DIP2A,-0.10268854
DIP2B,0.0939165
DIP2C,-0.0591285
DIPK1A,-0.185991
DIPK1B,-0.05041
DIPK1C,-0.087551
DIPK2A,-0.03119
DIPK2B,0.1701425
DIRAS1,-0.0415878
DIRAS2,0.0532855
DIRAS3,-0.246045
DIRC1,0.29006
DIS3,-0.140501
DIS3L,-0.082171
DIS3L2,0.253307
DISC1,-0.0571875
DISP1,0.062015
DISP2,0.356975
DIXDC1,-0.101865
DKC1,0.403685
DKK1,-0.105746
DKK2,0.0276
DKK3,-0.1357625
DKK4,0.284286
DKKL1,-0.0840355
DLAT,0.0294805
DLD,-0.11276
DLEC1,-0.235075
DLEU7,0.025105
DLG5,-0.607455
DLGAP1,-0.0486415
DLGAP2,0.2367465
DLGAP3,-0.08005775
DLGAP4,-0.22681
DLGAP5,-0.03371765
DLK1,-0.15525
DLK2,0.1671945
DLL1,-0.01702
DLL3,0.221145
DLL4,0.1035925
DLST,0.438465
DLX1,-0.141769
DLX2,-0.096767
DLX3,-0.1220445
DLX4,-0.371385
DLX5,0.01832
DLX6,-0.010053
DMAC1,-0.031344
DMAC2,0.1680875
DMAC2L,-0.21542
DMAP1,-0.1515925
DMBT1,-0.1142635
DMBX1,-0.025965
DMD,-0.084605
DMGDH,-0.300015
DMKN,0.0403345
DMPK,-0.0969935
DMRT1,-0.013023
DMRT2,0.19117
DMRT3,0.012715
DMRTA1,-0.29178
DMRTA2,-0.159035
DMRTB1,-0.25418
DMRTC1,-0.04227
DMRTC2,-0.18797
DMTF1,0.12496015
DMTN,0.02279
DMWD,-0.1336994
DMXL1,-0.030622
DMXL2,0.14479
DNA2,-0.2139165
DNAAF1,-0.158985
DNAAF10,0.36228
DNAAF11,0.071164
DNAAF2,0.2819595
DNAAF3,0.028025
DNAAF4,0.346585
DNAAF5,0.1053495
DNAAF6,0.21854
DNAAF8,-0.368165
DNAAF9,0.014465
DNAH1,0.0131
DNAH10,-0.0098525
DNAH11,0.051815
DNAH12,-0.0594865
DNAH14,0.0484295
DNAH17,0.1686
DNAH2,-0.1240495
DNAH3,-0.1186075
DNAH5,0.2624595
DNAH6,0.1173525
DNAH7,0.049796
DNAH8,-0.015465
DNAH9,-0.116772
DNAI1,0.0949
DNAI2,-0.02171
DNAI3,-0.16897
DNAI4,-0.20582
DNAI7,0.1294884
DNAJA1,-0.141825
DNAJA2,0.259315
DNAJA3,0.097772
DNAJA4,-0.0838745
DNAJB1,-0.167438
DNAJB11,-0.190095
DNAJB12,0.0959635
DNAJB13,0.1877695
DNAJB14,-0.161071
DNAJB2,-0.221035
DNAJB3,0.10636
DNAJB4,0.43053
DNAJB5,-0.10682
DNAJB6,0.1405985
DNAJB7,0.032765
DNAJB8,-0.0688395
DNAJB9,-0.540925
DNAJC1,-0.0098
DNAJC10,0.325025
DNAJC11,0.0197895
DNAJC12,0.0322945
DNAJC13,0.118645
DNAJC14,-0.32735
DNAJC15,0.005476
DNAJC16,-0.209325
DNAJC17,-0.0884697
DNAJC18,-0.071295
DNAJC19,-0.1866695
DNAJC2,-0.0566625
DNAJC21,0.1058155
DNAJC22,0.1556865
DNAJC24,-0.179995
DNAJC25,-0.2126915
DNAJC27,0.016425
DNAJC28,-0.16977
DNAJC3,-0.153372
DNAJC30,0.002785
DNAJC4,-0.188884
DNAJC5,-0.026875
DNAJC5B,0.156325
DNAJC5G,-0.22517
DNAJC6,-0.3157165
DNAJC7,-0.03121
DNAJC8,-0.2818
DNAJC9,0.1361415
DNAL4,-0.07520515
DNALI1,0.068837
DNASE1,-0.077935
DNASE1L1,-0.1995955
DNASE1L2,-0.36027
DNASE1L3,0.0618555
DNASE2,-0.0544025
DNASE2B,-0.0745315
DND1,-0.05716
DNER,-0.170555
DNHD1,0.1804785
DNLZ,0.1869965
DNM1,0.08185
DNM1L,0.01324
