Gene,Score
FAM47E,-0.042583
FAM47E-STBD1,0.034035
FAM50A,-0.25813
FAM50B,0.13241
FAM53A,0.013796
FAM53B,0.049745
FAM53C,0.0049592
FAM72A,0.13226
FAM72B,-0.27599
FAM72C,-0.052092
FAM72D,-0.02862
FAM76A,0.11073
FAM76B,0.10583
FAM78A,-0.1459
FAM78B,-0.19093
FAM81A,-0.090201
FAM81B,0.35261
FAM83A,-0.19986
FAM83B,-0.075239
FAM83C,0.03088
FAM83D,-0.00076259
FAM83E,-0.05696
FAM83F,0.056929
FAM83G,-0.14952
FAM83H,0.064949
FAM86B1,0.033324
FAM86B2,0.12131
FAM86C1,0.022909
FAM89A,0.18666
FAM89B,0.27804
FAM8A1,-0.10374
FAM90A1,-0.085298
FAM91A1,0.094347
FAM98A,0.11084
FAM98B,0.16907
FAM98C,0.057721
FAM9A,0.0068448
FAM9B,-0.10442
FAM9C,-0.084465
FAN1,-0.021115
FANCA,0.26298
FANCB,0.028103
FANCC,0.15787
FANCD2,-0.4019
FANCD2OS,0.086529
FANCE,-0.12918
FANCF,0.14145
FANCG,-0.031637
FANCI,0.066958
FANCL,-0.09996
FANCM,0.18435
FANK1,-0.1921
FAP,-0.028359
FAR1,0.1201
FAR2,0.064607
FARP1,-0.19461
FARP2,0.069137
FARS2,-0.11063
FARSA,0.21345
FARSB,-0.28987
FASLG,-0.055293
FASN,-0.00067
FASTK,-0.05396
FASTKD1,-0.15487
FASTKD2,-0.25911
FASTKD3,0.08851
FASTKD5,0.16857
FAT1,0.073464
FAT2,0.0082563
FAT3,-0.21863
FAT4,0.11998
FATE1,0.061105
FAU,-0.0090748
FAXC,0.059682
FAXDC2,0.20781
FBF1,0.085095
FBH1,0.13769
FBL,0.27437
FBLIM1,-0.041416
FBLN1,0.029975
FBLN2,-0.01762
FBLN5,0.18156
FBLN7,0.037438
FBN1,-0.097572
FBN2,0.38067
FBN3,0.089059
FBP1,0.14181
FBRS,-0.53707
FBRSL1,0.17804
FBXL12,-0.04363
FBXL13,-0.36899
FBXL14,0.02371
FBXL15,-0.18733
FBXL16,0.10158
FBXL17,0.24201
FBXL18,-0.023129
FBXL19,0.18493
FBXL2,0.090778
FBXL20,-0.0011294
FBXL21,0.00071191
FBXL22,-0.026662
FBXL3,0.044382
FBXL4,0.33103
FBXL5,-0.17178
FBXL6,0.07496
FBXL7,-0.10409
FBXL8,-0.014372
FBXO10,-0.084401
FBXO11,0.13262
FBXO15,0.063823
FBXO16,0.12753
FBXO17,-0.034766
FBXO2,0.25891
FBXO21,-0.30359
FBXO22,0.1491
FBXO24,0.36374
FBXO25,0.18971
FBXO27,0.12765
FBXO28,0.27531
FBXO3,0.0058705
FBXO30,0.19191
FBXO31,0.085394
FBXO32,-0.093937
FBXO33,-0.082611
FBXO34,-0.037801
FBXO36,0.030027
FBXO38,0.10291
FBXO39,0.13075
FBXO4,-0.56094
FBXO40,0.027087
FBXO41,-0.10571
FBXO42,0.29237
FBXO43,-0.04698
FBXO44,-0.1046
FBXO45,-0.047397
FBXO46,0.36243
FBXO47,0.16227
FBXO48,0.079568
FBXO5,-0.065503
FBXO6,-0.3528
FBXO7,-0.21262
FBXO8,0.091375
FBXO9,-0.086426
FBXW10,0.16989
FBXW10B,-0.026753
FBXW11,0.35971
FBXW12,-0.30897
FBXW2,0.1393
FBXW4,0.4456
FBXW5,-0.083655
FBXW7,-0.082491
FBXW8,-0.023183
FBXW9,-0.06674
FCAMR,0.0032556
FCAR,-0.032116
FCER1A,0.17821
FCER1G,-0.004007
FCER2,-0.19252
FCF1,0.22094
FCGR1A,-0.22943
FCGR1B,-0.25677
FCGR2A,-0.13066
FCGR2B,0.018752
FCGR3A,0.15056
FCGR3B,0.19039
FCGRT,-0.57075
FCHO1,-0.018003
FCHO2,-0.34065
FCHSD1,0.068825
FCHSD2,-0.025335
FCMR,0.12268
FCN1,-0.042068
FCN2,-0.035494
FCN3,0.0092848
FCRL1,0.18506
FCRL3,0.04724
FCRL4,-0.16789
FCRL5,0.05577
FCRL6,0.45975
FCRLA,-0.080503
FCRLB,-0.1922605
FCSK,-0.24416
FDCSP,0.025282
FDFT1,-0.12429
FDPS,0.31549
FDX1,-0.4358
FDX2,-0.18833
FDXACB1,-0.16774
FDXR,0.08066
FECH,0.13484
FEM1B,0.28232
FEM1C,-0.2355415
FEN1,0.26104
FER,-0.080155
FER1L5,-0.012528
FER1L6,-0.096365
FERD3L,-0.18033
FERMT1,0.023284
FERMT2,0.035685
FERMT3,0.026523
FES,-0.04328
FETUB,-0.057667
FEV,-0.19983
FEZ2,-0.017664
FEZF1,-0.066845
FEZF2,-0.14343
FFAR1,-0.01248
FFAR2,-0.0094885
FFAR3,0.089734
FFAR4,-0.18427
FGA,-0.0018655
FGB,-0.047813
FGD1,-0.093713
FGD2,-0.066701
FGD3,0.028344
FGD4,-0.1513
FGD5,0.060168
FGD6,0.081185
FGF1,-0.031228
FGF10,0.0024915
FGF11,-0.046279
FGF12,0.10682
FGF13,-0.147865
FGF14,0.079086
FGF16,-0.49486
FGF17,0.074476
FGF18,0.30543
FGF20,0.034884
FGF21,-0.045552
FGF22,-0.13183
FGF23,-0.11505
FGF3,0.027453
FGF4,0.075442
FGF5,0.015087
FGF6,0.11634
FGF7,0.18937
FGF8,-0.015103
FGF9,-0.21936
FGFBP1,-0.27016
FGFBP2,-0.094977
FGFBP3,0.26914
FGFR1,0.122024
FGFR1OP2,0.017969
FGFR2,0.10996
FGFR3,0.11177
FGFR4,-0.064509
FGFRL1,0.00112
FGG,-0.1616
FGGY,0.038219
FGL1,0.12571
FGL2,0.16326
FGR,-0.014366
FH,0.041962
FHAD1,0.16413
FHDC1,0.10375
FHIP1A,0.091203
FHIP1B,0.13069
FHIP2A,0.16477
FHIP2B,0.15897
FHIT,-0.088636
FHL2,0.022885
FHL3,0.16586
FHL5,-0.055485
FHOD1,0.28178
FHOD3,-0.15258
FIBCD1,0.25277
FIBIN,0.13095
FIBP,-0.04818
FICD,-0.011285
FIG4,0.0036761
FIGLA,-0.018095
FIGN,0.27541
FIGNL1,-0.045883
FIGNL2,-0.157
FILIP1,0.011654
FILIP1L,0.09389
FIP1L1,-0.091688
FIRRM,-0.31022
FIS1,-0.075426
FITM1,0.041351
FITM2,-0.17421
FIZ1,-0.054648
FJX1,-0.20474
FKBP10,-0.11861
FKBP11,-0.18155
FKBP14,-0.083614
FKBP15,-0.11451
FKBP1A,-0.010813
FKBP1B,0.06479
FKBP2,0.24681
FKBP3,-0.018454
FKBP4,-0.16243
FKBP5,0.086872
FKBP7,0.076976
FKBP8,-0.092852
FKBPL,0.16742
FKRP,0.0015398
FKTN,-0.14388
FLACC1,0.019885
FLAD1,0.061894
FLCN,-0.042092
FLG2,-0.058815
FLI1,-0.29399
FLII,0.18483
FLJ44635,-0.055016
FLJ45513,-0.031451
FLNA,0.028628
FLNB,0.36596
FLNC,-0.15902
FLOT1,0.15651
FLOT2,-0.12367
FLRT1,-0.10334
FLRT2,0.044237
FLRT3,0.072515
FLT1,0.079983
FLT3,0.18149
FLT3LG,0.15635
FLT4,0.093437
FLVCR1,-0.008239
FLVCR2,0.19242
FLYWCH1,0.018646
FLYWCH2,0.12801
FMC1,0.018606
FMN1,0.34613
FMN2,-0.17091
FMNL1,0.13206
FMNL2,0.18161
FMNL3,-0.052653
FMO1,0.049836
FMO3,0.13519
FMO4,-0.106413
FMO5,-0.1519
FMOD,-0.022773
FMR1,-0.049055
FMR1NB,0.25071
FN1,0.076912
FN3K,0.049432
FN3KRP,-0.28247
FNBP1,0.088255
FNBP1L,0.087021
FNBP4,0.14498
FNDC1,0.32899
FNDC10,0.24638
FNDC11,0.033384
FNDC3A,0.53343
FNDC3B,-0.02775
FNDC4,0.04387
FNDC5,-0.88419
FNDC7,-0.0846
FNDC8,0.12256
FNDC9,-0.0054485
FNIP1,0.44882
FNIP2,0.16025
FNTA,-0.063981
FNTB,-0.087733
FOCAD,0.14965
FOLH1,0.11943
FOLH1B,-0.029224
FOLR1,0.12653
FOLR2,-0.34404
FOLR3,0.2327
FOS,-0.40459
FOSB,0.015575
FOSL1,0.12659
FOSL2,-0.21374
FOXA1,0.20179
FOXA2,0.056772
FOXA3,0.092252
FOXB1,0.27673
FOXB2,-0.012571
FOXC1,0.069343
FOXC2,-0.067074
FOXD1,0.23429
FOXD2,-0.13314
FOXD3,-0.04334
FOXD4,0.095706
FOXD4L1,0.037379
FOXD4L3,0.63111
FOXD4L4,0.38508
FOXD4L5,0.080292
FOXD4L6,0.11736
FOXE1,-0.042167
FOXE3,0.11855
FOXF1,-0.019622
FOXF2,-0.061428
FOXG1,-0.057017
FOXH1,0.028196
FOXI1,-0.06591
FOXI2,-0.089974
FOXI3,-0.0284
FOXJ1,0.21593
FOXJ2,-0.1342
FOXJ3,-0.17777
FOXK1,-0.080052
FOXK2,-0.09359
FOXL1,0.60722
FOXL2,-0.037956
FOXL2NB,-0.29924
FOXM1,-0.25597766
FOXN1,0.13739
FOXN2,0.15731
FOXN3,0.26816
FOXN4,-0.011632
FOXO1,-0.075727
FOXO3,-0.04285
FOXO4,-0.24212
FOXO6,0.23016
FOXP1,-0.10517
FOXP2,0.11891
FOXP3,-0.052841
FOXP4,-0.054747
FOXQ1,-0.094927
FOXR1,0.04441
FOXR2,-0.15887
FOXRED1,-0.045186
FOXRED2,0.044742
FOXS1,0.12425
FPGS,0.15012
FPGT,0.2214
FPGT-TNNI3K,0.14804
FPR1,-0.20111
FPR2,0.079865
FPR3,-0.051258
FRA10AC1,0.117
FRAS1,-0.33786
FRAT1,0.12343
FRAT2,-0.47443
FREM1,0.13783
FREM2,-0.075966
FREM3,0.036735
FREY1,-0.11537
FRG1,-0.0065513
FRG2,0.064427
FRG2B,0.059129
FRG2C,0.026986
FRK,0.096815
FRMD1,0.29187
FRMD3,-0.13754
FRMD4A,-0.11491
FRMD4B,0.12788
FRMD5,0.35474
FRMD6,0.074162
FRMD7,0.03354
FRMD8,0.032281
FRMPD1,0.13222
FRMPD2,-0.083212
FRMPD3,0.29141
FRMPD4,-0.25915
FRRS1,0.036783
FRRS1L,0.014502
FRS2,-0.089984
FRS3,-0.19945
FRY,0.08702
FRYL,-0.0018845
FRZB,0.24581
FSBP,-0.014077
FSCB,0.21823
FSCN1,-0.1824
FSCN2,0.0018161
FSCN3,0.066077
FSD1,0.45985
FSD1L,-0.079394
FSD2,-0.29468
FSHB,-0.22787
FSHR,0.13908
FSIP1,-0.27338
FSIP2,-0.023058
FST,-0.064962
FSTL1,-0.09463
FSTL3,-0.13033
FSTL4,0.29667
FSTL5,0.081357
FTCD,-0.2381
FTH1,0.21016
FTH1P18,0.0081775
FTHL17,-0.049335
FTL,0.23681
FTMT,-0.2069
FTO,0.38767
FTSJ1,-0.23534
FTSJ3,0.10168
FUBP1,0.073863
FUBP3,-0.031274
FUCA1,-0.11222
FUCA2,-0.069602
FUNDC1,-0.079404
FUNDC2,0.38474
FUOM,-0.054782
FURIN,0.22844
FUS,0.059164
FUT1,-0.176
FUT10,-0.089293
FUT11,0.32147
FUT2,0.12148
FUT3,0.078025
FUT4,-0.025487
FUT5,0.25105
FUT6,0.037346
FUT7,-0.21338
FUT8,-0.018174
FUT9,0.11296
FUZ,-0.064408
FXN,-0.011277
FXR1,-0.10089
FXR2,0.13266
FXYD1,0.18136
FXYD2,-0.056495
FXYD3,-0.32759
FXYD4,-0.14284
FXYD5,-0.025515
FXYD6,-0.041631
FXYD6-FXYD2,0.1057
FXYD7,0.0043212
FYB1,-0.12782
FYB2,0.15536
FYCO1,-0.14937
FYN,-0.21773
FYTTD1,0.10276
FZD1,-0.1079
FZD10,0.14599
FZD2,-0.20519
FZD4,0.14131
FZD5,-0.32701
FZD6,-0.030256
FZD7,-0.11242
FZD8,-0.020138
FZD9,0.07295478
FZR1,0.065485
G0S2,-0.00093945
G2E3,-0.011943
G3BP1,-0.051028
G3BP2,0.2872
G6PC1,0.069007
G6PC2,0.13205
G6PC3,0.052853
G6PD,-0.10568
GAA,0.10863
GAB2,-0.15084
GAB3,-0.089657
GAB4,-0.0015356
GABARAP,-0.059242
GABARAPL1,-0.25728
GABARAPL2,0.16188
GABBR1,0.69305
GABBR2,0.18301
GABPA,0.15442
GABPB1,0.03705
GABRA1,0.40666
GABRA2,0.38433
GABRA3,-0.2094
GABRA4,-0.080544
GABRA5,0.077554
GABRA6,0.15998
GABRB1,0.16987
GABRB2,0.27017
GABRB3,-0.25142
GABRD,-0.15781
GABRE,0.036795
GABRG1,0.0013323
GABRG2,0.17621
GABRG3,-0.0022595
GABRP,0.33525
GABRQ,-0.036228
GABRR1,0.11426
GABRR2,-0.059393
GABRR3,0.11114
GAD1,0.16095
GAD2,-0.0039999
GADD45A,-0.066351
GADD45B,0.172
GADD45G,-0.35216
GADD45GIP1,0.14366
GADL1,0.13275
GAGE1,-0.0025723
GAGE10,-0.12022
GAGE12C,-0.093522
GAGE12H,-0.092066
GAGE12I,0.04828
GAGE12J,-0.3666
GAGE2A,-0.15499
GAGE2B,0.047009
GAGE2D,0.12339
GAK,-0.048721
GAL3ST1,-0.089594
GAL3ST3,-0.097933
GAL3ST4,0.040349
GALC,0.00023562
GALE,0.090966
GALK1,0.22125
GALK2,-0.00909335
GALM,0.081824
GALNS,-0.29665
GALNT1,0.12998
GALNT10,-0.25211
GALNT11,-0.10054
GALNT12,-0.11272
GALNT13,-0.091304
GALNT14,0.021992
GALNT16,0.066597
GALNT18,-0.07528
GALNT2,-0.027006
GALNT3,-0.14132
GALNT4,-0.2114
GALNT5,0.1423
GALNT6,-0.064876
GALNT8,-0.1834
GALNT9,-0.26452
GALNTL5,-0.19735
GALNTL6,-0.0512785
GALP,0.056205
GALR1,-0.040538
GALR2,0.070566
GALR3,-0.039127
GALT,0.12929
GAMT,0.056878
GAN,-0.056299
GANAB,0.12877
GANC,0.016273
GAP43,0.076693
GAPDH,0.20446
GAPDHS,0.0040324
GAPT,-0.011911
GAPVD1,-0.073266
GAREM1,0.034925
GAREM2,-0.34956
GARIN1A,-0.14042
GARIN1B,-0.053531
GARIN2,-0.12918
GARIN3,-0.029098
GARIN4,0.30261
GARIN5A,0.041414
GARIN5B,-0.12518
GARIN6,-0.06778
GARNL3,-0.095065
GARRE1,-0.35243
GARS1,-0.0952145
GART,0.4683
GAS1,-0.17017
GAS2,0.020166
GAS2L1,-0.10489
GAS2L2,-0.12139
GAS2L3,-0.024746
GAS6,-0.05703
GAS7,0.10409
GAS8,0.12234
GASK1A,0.079964
GASK1B,-0.21061
GAST,0.33278
GATA1,0.15112
GATA2,0.21928
GATA3,0.099889
GATA4,0.067984
GATA5,-0.016795
GATA6,-0.003249
GATAD1,-0.30548
GATAD2A,-0.090961
GATAD2B,-0.24901
GATB,0.031311
GATC,-0.063213
GATD1,0.088871
GATD3,-0.081088
GATM,-0.12206
GATS,-0.15592
GBA1,-0.024739
GBA2,0.27958
GBE1,0.08938
GBF1,0.10097
GBGT1,0.26598
GBP1,-0.10981
GBP2,0.19468
GBP3,-0.12978
GBP4,0.17259
GBP5,0.028369
GBP6,-0.058939
GBP7,-0.18615
GBX1,0.074951
GBX2,-0.15191
GC,-0.045481
GCA,-0.15247
GCAT,-0.054989
GCC1,0.065159
GCC2,0.11931
GCDH,-0.011166
GCFC2,-0.18046
GCG,-0.032032
GCGR,0.016095
GCH1,-0.19682
GCHFR,-0.026283
GCLC,-0.1026
GCLM,0.22507
GCM1,0.089192
GCM2,-0.30281
GCN1,-0.33668
GCNA,0.074156
GCNT1,0.15691
GCNT2,0.091267
GCNT3,-0.10168
GCNT4,-0.16518
GCNT7,0.18012
GCSAM,0.017241
GCSAML,0.081718
GCSH,-0.18633
GDAP1,0.0063651
GDAP1L1,-0.077518
GDAP2,0.1004
GDE1,0.13549
GDF1,0.040442
GDF10,0.098328
GDF11,0.071059
GDF15,-0.0980985
GDF2,0.31311
GDF3,-0.017863
GDF5,0.32474
GDF6,0.23088
GDF7,0.12799
GDF9,-0.11792
GDI1,0.23591
GDI2,-0.013412
GDNF,-0.13063833
GDNF-AS1,-0.08397
GDPD1,-0.19414
GDPD2,0.018792
GDPD3,0.036541
GDPD4,-0.017051
GDPD5,-0.088559
GDPGP1,0.04918
GEM,-0.012921
GEMIN2,-0.061763
GEMIN4,0.14376
GEMIN5,0.31458
GEMIN6,-0.048747
GEMIN7,-0.17801
GEMIN8,0.18154
GEN1,-0.05075
GET1,0.07751965
GET3,-0.14026
GET4,0.31216
GFAP,0.15495
GFER,0.21026
GFI1,0.34717
GFI1B,0.030434
GFM1,0.17974
GFM2,0.16283
GFOD1,0.22002
GFOD2,-0.27863
GFPT1,-0.073693
GFPT2,-0.35405
GFRA1,0.16059
GFRA2,-0.093789
GFRA3,-0.068333
GFRA4,-0.2507
GFRAL,-0.09319
GFUS,-0.32926
GFY,0.1898
GGA1,0.054603
GGA2,0.22011
GGA3,-0.23059
GGACT,0.1837
GGCT,-0.21306
GGCX,0.27416
GGH,-0.011975
GGN,-0.025453
GGNBP2,-0.1514
GGPS1,0.050891
GGT1,-0.10041
GGT5,0.43018
GGT6,0.10075
GGT7,-0.093797
GGTLC1,-0.0071207
GGTLC2,0.017873
GH1,0.024262
GH2,-0.047931
GHDC,-0.2374
GHITM,0.093869
GHR,-0.041062
GHRH,-0.080483
GHRHR,-0.13373
GHRL,-0.1123
GHSR,0.167
GID4,-0.067648
GID8,0.20163
GIGYF1,-0.096585
GIGYF2,-0.07752
GIMAP1,-0.076832
GIMAP1-GIMAP5,-0.084731
GIMAP2,-0.19204
GIMAP4,0.0068561
GIMAP5,-0.12293
GIMAP6,0.24781
GIMAP7,0.38516
GIMAP8,-0.13293
GIMD1,0.41324
GIN1,-0.12485
GINM1,0.24544
GINS1,-0.12529
GINS2,-0.30108
GINS3,-0.32367
GINS4,-0.091449
GIPC1,0.13155
GIPC2,0.15866
GIPC3,-0.065037
GIPR,-0.098635
GIT1,-0.20665
GIT2,0.17472
GJA1,-0.12242
GJA3,0.1527
GJA4,0.072758
GJA5,0.099578
GJA8,-0.15193
GJB1,0.022353
GJB2,0.20105
GJB3,-0.46232
GJB4,-0.21646
GJB5,-0.20327
GJB6,-0.1206
GJB7,-0.085713
GJC2,-0.11102
GJC3,0.1079
GJD2,-0.032153033
GJD3,-0.077652
GJD4,0.19354
GK,0.23959
GK5,-0.13236
GKAP1,-0.28061
GKN1,0.08846
GKN2,-0.0072095
GLB1,-0.039477
GLB1L,0.15985
GLB1L2,0.074846
GLB1L3,-0.1978
GLCCI1,0.11409
GLCE,-0.11953
GLDC,-0.036583
GLDN,0.23016
GLE1,-0.24297
GLG1,-0.18622
GLI1,-0.066483
GLI2,-0.17182
GLI3,-0.21371
GLI4,-0.12637
GLIPR1,0.11084
GLIPR1L1,-0.04403
GLIPR1L2,0.16142
GLIPR2,-0.44671
GLIS1,-0.29171
GLIS2,0.006402
GLIS3,-0.34742
GLMN,-0.11678
GLMP,-0.034023
GLO1,-0.1874
GLOD4,0.10172
GLOD5,0.19944
GLP1R,-0.10933
GLP2R,0.1301
GLRA1,0.092587
GLRA2,0.080863
GLRA3,-0.32657
GLRA4,-0.081549
GLRB,0.31391
GLRX,0.14377
GLRX2,0.15744
GLRX3,-0.089071
GLRX5,0.038956
GLS2,0.232493
GLT1D1,0.18431
GLT6D1,0.12486
GLT8D1,-0.36822
GLT8D2,0.457
GLTP,0.037182
GLTPD2,-0.30143
GLUD1,-0.21283
GLUD2,-0.1339
GLUL,0.088831
GLYAT,0.073899
GLYATL1,0.081304
GLYATL2,-0.1337
GLYATL3,-0.062726
GLYCTK,-0.078096
GLYR1,0.056968
GM2A,0.2133
GMCL1,0.075311
GMDS,0.0005407
GMEB1,0.040565
GMEB2,0.15552
GMFB,-0.12648
GMFG,0.042994
GMIP,-0.10755
GML,-0.04523
GMNC,-0.52483
GMNN,-0.0018581
GMPPA,0.26159
GMPPB,0.056064
GMPR,-0.045694
GMPR2,0.027463
GMPS,0.015392
GNA11,0.099918
GNA12,0.20072
GNA13,0.19305
GNA14,-0.17495
GNA15,0.067985
GNAI1,0.094857
GNAI2,0.101365
GNAI3,0.060811
GNAL,0.096177
GNAO1,-0.11141
GNAQ,0.22451
GNAS,0.14665
GNAT1,0.24467
GNAT2,-0.060416
GNAT3,-0.016173
GNAZ,0.21908
GNB1,-0.02405
GNB1L,-0.035796
GNB2,0.316
GNB3,-0.07273
GNB4,-0.025337
GNB5,-0.075856
GNE,0.17795
GNG10,0.026223
GNG11,0.048476
GNG12,-0.18819
GNG13,0.21589
GNG2,-0.22036
GNG3,0.22966
GNG4,0.011281
GNG5,-0.034679
GNG7,-0.10402
GNG8,-0.07291
GNGT1,-0.040799
GNGT2,0.015804
GNL1,0.014086
GNL2,-0.18735
GNL3,0.12251
GNL3L,0.036996
GNLY,-0.14198
GNMT,-0.15734
GNPAT,-0.003449
GNPDA1,0.013369666
GNPDA2,-0.068721
GNPNAT1,0.47366
GNPTAB,0.089039
GNPTG,0.21418
GNRH1,-0.31288
GNRH2,-0.035248
GNRHR,-0.33581
GNS,0.20807
GOLGA1,-0.083498
GOLGA2,-0.0063987
GOLGA3,0.033705
GOLGA4,-0.10642
GOLGA5,0.0088386
GOLGA6A,-0.1437
GOLGA6B,-0.19747
GOLGA6C,0.1278
GOLGA6D,0.038885
GOLGA6L1,-0.070717
GOLGA6L10,0.13843
GOLGA6L2,-0.21873
GOLGA6L4,-0.15716
GOLGA6L6,-0.4094
GOLGA6L9,0.16104
GOLGA7,-0.10961
GOLGA7B,-0.13334
GOLGA8A,0.084143
GOLGA8B,-0.38406
GOLGA8H,0.18376
GOLGA8J,-0.014944
GOLGA8K,-0.13772
GOLGA8M,0.16839
GOLGA8N,0.26739
GOLGA8O,0.22146
GOLGA8R,0.048333
GOLGB1,-0.057447
GOLIM4,0.174
GOLM1,-0.086465
GOLM2,-0.35846
GOLPH3,-0.34908
GOLPH3L,-0.093915
GOLT1A,-0.094831
GOLT1B,0.05377
GON4L,0.20043
GON7,0.24082
GOPC,-0.29633
GORAB,0.043828
GORASP1,-0.029804
GORASP2,0.10746
GOSR1,0.14444
GOSR2,-0.30279
GOT1L1,0.11613
GOT2,0.07681
GP1BA,0.14731
GP1BB,-0.069122
GP2,0.2265
GP5,-0.26385
GP6,-0.040454
GP9,-0.04644
GPA33,0.072691
GPAA1,0.1641
GPALPP1,-0.14026
GPAM,-0.1383
GPANK1,0.18036
GPAT2,0.095062
GPAT3,-0.26458
GPAT4,-0.083536
GPATCH1,-0.16571
GPATCH11,-0.053027
GPATCH2,0.17786
GPATCH2L,-0.22091
GPATCH3,0.076889
GPATCH4,-0.031611
GPATCH8,-0.0092127
GPBAR1,-0.37991
GPBP1,0.14618
GPBP1L1,0.13559
GPC1,0.042994
GPC2,0.29964
GPC3,0.16008
GPC4,-0.11081
GPC5,0.17188
GPC6,-0.15805
GPCPD1,-0.17345
GPD1,-0.19858
GPD1L,-0.0094913
GPD2,0.04506
GPER1,0.099996
GPHA2,0.20202
GPHB5,0.24886
GPHN,-0.095914
GPIHBP1,0.064261
GPKOW,-0.095236
GPLD1,0.15271
GPM6A,-0.022224
GPM6B,-0.049256
GPN1,-0.48496
GPN2,0.13921
GPN3,-0.08542
GPNMB,0.122554
GPR101,0.12734
GPR107,-0.32913
GPR108,0.12379
GPR119,-0.10485
GPR12,0.23788
GPR132,0.55626
GPR135,0.034333
GPR137,-0.02226
GPR137B,0.18338
GPR137C,0.24086
GPR139,-0.033063
GPR141,0.11354
GPR142,-0.2035
GPR143,-0.030902
GPR146,-0.031446
GPR148,-0.10196
GPR149,0.06415
GPR15,0.056174
GPR150,-0.10561
GPR151,-0.29628
GPR152,-0.004651
GPR153,-0.11586
GPR155,0.040282
GPR156,0.037217
GPR157,-0.018242
GPR158,-0.33485
GPR15LG,0.084064
GPR160,0.14573
GPR161,0.16081
GPR162,0.013183
GPR17,-0.054229
GPR171,0.055967
GPR173,-0.25685
GPR174,-0.18845
GPR176,0.12536
GPR179,-0.097392
GPR18,-0.083575
GPR180,0.031905
GPR182,-0.45473
GPR183,-0.031417
GPR19,0.16445
GPR20,-0.052356
GPR21,-0.081187
GPR22,-0.10158
GPR25,0.018811
GPR26,0.19655
GPR27,0.13187
GPR3,0.10512
GPR31,0.059212
GPR32,-0.084304
GPR33,0.029664
GPR34,0.17008
GPR35,-0.3217
GPR37,-0.35811
GPR37L1,0.070711
GPR39,0.057067
GPR4,0.1666
GPR45,0.12252
GPR50,0.13383
GPR52,0.031079
GPR55,0.0091015
GPR6,-0.14964
GPR61,0.27127
GPR62,-0.038956
GPR63,-0.060041
GPR65,0.12412
GPR68,0.080543
GPR75,0.096892
GPR75-ASB3,-0.15758
GPR78,-0.02221
GPR82,-0.10082
GPR83,-0.13559
GPR84,-0.045983
GPR85,0.24706
GPR87,0.18448
GPR88,0.31601
GPR89A,-0.063894
GPR89B,0.11
GPRASP1,-0.18852
GPRASP2,0.2299
GPRASP3,0.35291
GPRC5A,-0.14693
GPRC5B,0.188
GPRC5C,-0.044721
GPRC5D,-0.097358
GPRC6A,-0.013267
GPRIN1,-0.03339765
GPRIN2,-0.2522
GPRIN3,0.021722
GPS1,0.012617
GPS2,0.32416
GPSM1,0.010128
GPSM2,-0.043721
GPSM3,-0.020102
GPX1,0.12963
GPX2,0.17681
GPX3,0.1501
GPX4,-0.26753
GPX5,-0.055333
GPX7,0.09006865
GPX8,-0.077053
GRAMD1A,0.1434
GRAMD1B,-0.045682
GRAMD1C,0.061451
GRAMD2A,0.18903
GRAMD2B,-0.20207
GRAMD4,0.11649
GRAP,-0.33981
GRAP2,-0.073672
GRAPL,-0.068186
GRB10,-0.047433
GRB14,0.072548
GRB2,0.1043
GRB7,-0.076298
GREB1,0.096696
GREB1L,0.21371
GREM1,-0.33028
GREM2,0.066529
GRHL1,0.082396
GRHL2,-0.16384
GRHL3,-0.17944
GRHPR,-0.38153
GRIA1,-0.094944
GRIA2,0.026453
GRIA3,-0.013324
GRIA4,-0.020269
GRID1,0.18583
GRID2,-0.045781
GRID2IP,-0.057457
GRIFIN,-0.18217
GRIK1,0.13173
GRIK3,0.17848
GRIK4,0.043674
GRIK5,-0.18828
GRIN2A,-0.16248
GRIN2B,0.14224
GRIN2C,-0.26105
GRIN2D,0.0076585
GRIN3A,0.024896
GRIN3B,0.045085
GRINA,0.1384
GRIP2,0.079809
GRIPAP1,0.20018
GRK2,0.10128
GRK3,0.029392
GRK4,-0.10945
GRK5,0.0058404
GRK6,0.098045
GRK7,0.083585
GRM1,-0.092014
GRM2,-0.22265
GRM3,-0.026044
GRM4,0.24427
GRM5,-0.0025264
GRM6,0.11485
GRM7,0.0022131
GRM8,-0.0084624
GRN,0.0089503
GRPEL1,0.079383
GRPEL2,0.16003
GRPR,0.041176
GRSF1,-0.12212
GRTP1,-0.0086388
GRWD1,0.012603
GRXCR1,0.23141
GRXCR2,-0.0043369
GS1-259H13.2,0.13577
GSAP,-0.0061828
GSC,0.0051751
GSC2,-0.077018
GSDMA,-0.057519
GSDMB,0.11845
GSDMC,0.040476
GSDMD,-0.204
GSDME,-0.18873
GSE1,-0.10999
GSG1L,-0.031971
GSK3A,0.011139
GSK3B,0.1044
GSKIP,0.2232
GSN,-0.22513
GSPT1,0.47199
GSPT2,-0.26271
GSR,-0.11327
GSTA1,0.017735
GSTA2,-0.04001
GSTA3,-0.021446
GSTA4,-0.07702
GSTA5,-0.041685
GSTCD,0.23829
GSTK1,-0.14289
GSTM1,0.077438
GSTM2,0.044773
GSTM3,0.10364
GSTM4,-0.11157
GSTM5,0.13442
GSTO1,0.029152
GSTO2,0.047835
GSTP1,0.072961
GSTT2B,0.049076
GSTZ1,-0.010632
