Gene,Score
FAM104A,-1.168186884
FAM104B,-0.49483416
FAM105A,-0.888775022
FAM107A,-1.208659706
FAM107B,-0.346987348
FAM109A,-3.601633993
FAM109B,-0.240929105
FAM110A,-0.545438621
FAM110B,-0.713738732
FAM110C,-1.098840698
FAM110D,-0.556798659
FAM111A,-0.748164171
FAM111B,-0.678425435
FAM114A1,-0.582838656
FAM114A2,-0.363350704
FAM117A,-0.302489347
FAM117B,-0.982607777
FAM118A,-1.182950707
FAM118B,-0.304411305
FAM120A,-1.111261918
FAM120AOS,-2.106385104
FAM120B,-0.428695091
FAM120C,-0.995144416
FAM122A,-1.815136562
FAM122B,-0.277818015
FAM122C,-1.019597718
FAM124A,-0.512432408
FAM124B,-1.247585632
FAM126A,-0.350081894
FAM126B,-4.492015143
FAM127A,-0.948157505
FAM127B,-0.577997871
FAM127C,-0.399282145
FAM129A,-1.260517487
FAM129B,-0.133268682
FAM129C,-0.367460747
FAM131A,-0.534665629
FAM131B,-1.082336251
FAM131C,-0.312365213
FAM132A,-1.338278567
FAM132B,-0.382263175
FAM133A,-0.473282938
FAM133B,-0.888275603
FAM134A,-0.335181478
FAM134B,-1.461650444
FAM134C,-1.318968727
FAM135A,-0.570979531
FAM135B,-0.929385395
FAM136A,-1.40737611
FAM13A,-0.085582697
FAM13B,-1.135880925
FAM13C,-0.45227085
FAM149A,-0.898495068
FAM149B1,-0.697620363
FAM150A,-0.761357564
FAM150B,-0.548189665
FAM151A,-0.325207794
FAM151B,-0.792769897
FAM153A,-0.489416683
FAM153B,-0.137694383
FAM155A,-0.221954965
FAM155B,-0.355657127
FAM156A,-0.593597
FAM156B,-0.593597
FAM159A,-1.830045925
FAM159B,-1.272480266
FAM160A1,-0.620341705
FAM160A2,-1.048101177
FAM160B1,-0.513260184
FAM160B2,-0.595674421
FAM161A,-0.589028841
FAM161B,-0.23495337
FAM162A,-0.355218412
FAM162B,-0.818676309
FAM163A,-0.500334626
FAM163B,-0.883102575
FAM166A,-0.830114981
FAM166B,-0.32418883
FAM167A,-0.167809344
FAM167B,-0.335823036
FAM168A,-0.51894394
FAM168B,-1.453600509
FAM169A,-0.223578587
FAM169B,-1.272267681
FAM170A,-0.642953785
FAM170B,-1.320387976
FAM171A1,-0.558232289
FAM171A2,-0.559202667
FAM171B,-0.539674083
FAM172A,-1.112032661
FAM173A,-0.707622467
FAM173B,-0.611864143
FAM174A,-0.191187412
FAM174B,-0.474624632
FAM175A,-0.290354585
FAM175B,-0.454983929
FAM177A1,-0.510828922
FAM177B,-1.037387369
FAM178A,-0.278749937
FAM178B,-1.242927531
FAM179A,-1.21741807
FAM179B,-0.784997423
FAM180A,-0.5771442
FAM180B,-0.897786687
FAM181A,-0.29327469
FAM181B,-0.594200574
FAM183A,-1.730520628
FAM184A,-0.819841314
FAM184B,-0.610639703
FAM185A,-0.412929647
FAM186A,-0.330981185
FAM186B,-0.704153739
FAM187B,-0.535954292
FAM188A,-0.26411047
FAM188B,-0.112227767
FAM189A1,-0.762720031
FAM189A2,-0.758054953
FAM189B,-0.412955753
FAM192A,-0.614086412
FAM193A,-0.18123602
FAM193B,-0.371456916
FAM195A,-0.364272456
FAM195B,-0.341754278
FAM196A,-0.771825066
FAM196B,-0.631997751
FAM198A,-0.493198585
FAM198B,-1.014285382
FAM199X,-1.515385705
FAM19A1,-0.81633983
FAM19A2,-0.385976111
FAM19A3,-0.594688606
FAM19A4,-0.401384325
FAM19A5,-0.700237822
FAM200A,-0.480835829
FAM200B,-0.686796321
FAM204A,-0.248566677
FAM205A,-1.377313878
FAM206A,-0.384795584
FAM207A,-0.343993322
FAM208A,-2.150088738
FAM208B,-0.1767597
FAM209A,-0.952545873
FAM209B,-0.313176705
FAM20A,-0.625659316
FAM20B,-0.613216456
FAM20C,-1.44190591
FAM210A,-0.53988494
FAM210B,-0.531133221
FAM212A,-0.232972956
FAM212B,-0.754265995
FAM213A,-0.372968281
FAM213B,-0.705367569
FAM214A,-0.221480391
FAM214B,-0.148815646
FAM216A,-1.836038452
FAM216B,-0.437071989
FAM217A,-0.348113451
FAM217B,-0.866669938
FAM218A,-1.844291582
FAM219A,-0.822853144
FAM219B,-1.201591073
FAM21A,-0.74077913
FAM21C,-0.603559139
FAM220A,-0.429583848
FAM221A,-0.830601564
FAM221B,-0.899476342
FAM222A,-0.626577825
FAM222B,-0.979466296
FAM227A,-0.69200832
FAM227B,-0.823772042
FAM228A,-0.529548499
FAM228B,-0.773751966
FAM229A,-0.697279382
FAM229B,-0.709942783
FAM24A,-0.598842145
FAM24B,-0.774985237
FAM25A,-1.147783068
FAM25BP,-0.369748364
FAM25C,-0.59194916
FAM25G,-1.857418939
FAM26D,-0.1883437
FAM26E,-0.537543697
FAM26F,-0.590233896
FAM32A,-0.497872106
FAM35A,-0.535096963
FAM3A,-0.800316735
FAM3B,-1.020690582
FAM3C,-0.675802149
FAM3D,-0.805505414
FAM43A,-0.447631843
FAM43B,-0.874118411
FAM45A,-0.355781568
FAM46A,-0.820245036
FAM46B,-0.437926951
FAM46C,-0.231068313
FAM46D,-0.496798697
FAM47A,-0.712331941
FAM47B,-1.259596946
FAM47C,-0.270076117
FAM47E,-0.47334272
FAM47E-STBD1,-0.47334272
FAM49A,-1.594268145
FAM49B,-0.173578048
FAM50A,-1.264547923
FAM50B,-1.3377519
FAM53A,-0.427019637
FAM53B,-0.088727762
FAM53C,-0.118254013
FAM57A,-0.150470336
FAM57B,-0.614358254
FAM60A,-0.634850971
FAM63A,-0.613098021
FAM63B,-0.566384143
FAM64A,-0.739366355
FAM65A,-0.095192874
FAM65B,-0.692536175
FAM65C,-0.832141201
FAM69A,-0.479123797
FAM69B,-0.155563624
FAM69C,-1.477465603
FAM71A,-1.240811349
FAM71B,-0.345393289
FAM71C,-0.334769718
FAM71D,-1.780510618
FAM71E1,-0.33986695
FAM71E2,-0.571076084
FAM71F1,-0.351855805
FAM71F2,-0.992253416
FAM72A,-1.327455006
FAM72B,-0.61024741
FAM72D,-1.327455006
FAM73A,-0.561100826
FAM73B,-0.415415058
FAM76A,-0.603544637
FAM76B,-1.162168672
FAM78A,-1.022307982
FAM78B,-0.905804877
FAM81A,-0.856538247
FAM81B,-0.884335967
FAM83A,-0.823534237
FAM83B,-0.892622492
FAM83C,-0.648707408
FAM83D,-0.321824383
FAM83E,-0.287384931
FAM83F,-0.453285287
FAM83G,-0.322720939
FAM83H,-0.828504686
FAM84A,-1.297194573
FAM84B,-0.694554519
FAM86B1,-0.238322566
FAM86B2,-0.238322566
FAM86C1,-0.540395546
FAM89A,-0.946454687
FAM89B,-0.515994547
FAM8A1,-0.566232144
FAM90A1,-1.49706133
FAM91A1,-0.514447154
FAM92A1,-0.982902389
FAM92B,-0.15303222
FAM96A,-0.696296678
FAM96B,-0.976687198
FAM98A,-0.168416699
FAM98B,-1.714006663
FAM98C,-0.433902872
FAM9A,-0.627928216
FAM9B,-1.180249345
FAM9C,-0.757339864
FAN1,-0.676217825
FANCA,-0.886800988
FANCB,-0.240072513
FANCC,-0.331843356
FANCD2,-0.655935438
FANCD2OS,-0.536314056
FANCE,-0.992610073
FANCF,-0.61355296
FANCG,-1.588519676
FANCI,-0.090363045
FANCL,-0.988376052
FANCM,-0.945516181
FANK1,-0.661833633
FAP,-0.58349848
FAR1,-0.171411148
FAR2,-0.510147471
FARP1,-0.475674033
FARP2,-1.591454458
FARS2,-2.460074364
FARSA,-0.777400641
FARSB,-0.692072744
FAS,-1.454199631
FASLG,-0.454534112
FASN,-1.783443528
FASTK,-0.251902264
FASTKD1,-1.779024218
FASTKD2,-0.640779081
FASTKD3,-0.415941182
FASTKD5,-1.151179277
FAT1,-0.495474207
FAT2,-0.110871343
FAT3,-1.311609951
FAT4,-0.702836479
FATE1,-0.935472853
FAU,-1.750499125
FAXC,-0.658224953
FAXDC2,-0.297514485
FBF1,-0.306396546
FBL,-0.352034364
FBLIM1,-0.2832449
FBLN1,-0.612170587
FBLN2,-0.352870141
FBLN5,-1.470308224
FBLN7,-2.475220976
FBN1,-0.653061679
FBN2,-0.380409983
FBN3,-2.430871356
FBP1,-2.292532726
FBP2,-1.640491129
FBRS,-0.432073084
FBRSL1,-0.718150516
FBXL12,-1.604835656
FBXL13,-1.343702406
FBXL14,-2.615384382
FBXL15,-1.81788919
FBXL16,-0.456823326
FBXL17,-0.164185333
FBXL18,-1.549397921
FBXL19,-1.405602547
FBXL2,-2.68362842
FBXL20,-1.374866185
FBXL21,-1.286282948
FBXL22,-0.419910458
FBXL3,-0.385830425
FBXL4,-0.216715113
FBXL5,-2.779800564
FBXL6,-0.399926755
FBXL7,-0.568687392
FBXL8,-0.824691672
FBXO10,-0.335311748
FBXO11,-8.18061621
FBXO15,-0.515742054
FBXO16,-0.411255919
FBXO17,-1.058014025
FBXO18,-1.941791194
FBXO2,-1.121553284
FBXO21,-1.163167572
FBXO22,-0.194405787
FBXO24,-1.191888667
FBXO25,-0.462133823
FBXO27,-0.361295324
FBXO28,-1.370166156
FBXO3,-1.121262413
FBXO30,-1.200153838
FBXO31,-0.266895676
FBXO32,-0.189059279
FBXO33,-1.490192765
FBXO34,-0.169746288
FBXO36,-3.510327612
FBXO38,-0.774536567
FBXO39,-0.347837385
FBXO4,-1.248704205
FBXO40,-0.695434735
FBXO41,-0.230877288
FBXO42,-1.850762953
FBXO43,-0.363897017
FBXO44,-0.263138161
FBXO45,-0.381526493
FBXO46,-0.287892962
FBXO47,-0.082807123
FBXO48,-0.235527592
FBXO5,-1.054637507
FBXO6,-1.182404473
FBXO7,-1.917626018
FBXO8,-0.626485311
FBXO9,-0.521820884
FBXW10,-1.371861985
FBXW11,-0.828613841
FBXW12,-0.153056115
FBXW2,-1.816594746
FBXW4,-0.189815181
FBXW5,-1.448498768
FBXW7,-11.8273372
FBXW8,-0.022557777
FBXW9,-0.902618275
FCAMR,-0.699520824
FCAR,-1.455645649
FCER1A,-2.15566826
FCER1G,-0.917982494
FCER2,-1.786732855
FCF1,-0.324107254
FCGBP,-0.402460016
FCGR1A,-0.946669198
FCGR1B,-0.568289119
FCGR2A,-1.977551875
FCGR2B,-0.576949424
FCGR3A,-0.375125288
FCGR3B,-1.047800636
FCGRT,-1.154669958
FCHO1,-0.492533784
FCHO2,-0.267266487
FCHSD1,-0.460130765
FCHSD2,-1.438723399
FCN1,-1.606945525
FCN2,-0.612438899
FCN3,-1.194604213
FCRL1,-0.485170815
FCRL2,-0.065020781
FCRL3,-0.063500928
FCRL4,-0.18204264
FCRL5,-0.39087183
FCRL6,-0.591999135
FCRLA,-0.958726769
FCRLB,-0.920260141
FDCSP,-0.56100227
FDFT1,-0.266945332
FDPS,-0.611160099
FDX1,-1.450881882
FDX1L,-1.365334282
FDXACB1,-1.0294551
FDXR,-1.744028816
FECH,-0.963265889
FEM1A,-1.50271554
FEM1B,-0.218740408
FEM1C,-0.094982655
FEN1,-0.092488312
FER,-1.61045406
FER1L5,-0.456399538
FER1L6,-0.043321786
FERD3L,-0.785443667
FERMT1,-0.444697965
FERMT2,-1.906558988
FERMT3,-1.052177997
FES,-0.673695792
FETUB,-0.778837739
FEV,-0.94536848
FEZ1,-0.382895001
FEZ2,-0.368473579
FEZF1,-1.420053895
FEZF2,-1.630677155
FFAR1,-0.420833899
FFAR2,-0.251799267
FFAR3,-0.05764858
FFAR4,-1.488560208
FGA,-1.583292098
FGB,-2.83553371
FGD1,-1.693931283
FGD2,-0.540178949
FGD3,-0.535954636
FGD4,-1.340946712
FGD5,-1.285263497
FGD6,-0.665780225
FGF1,-1.065918711
FGF10,-2.885175336
FGF11,-0.86001245
FGF12,-1.628207315
FGF13,-1.338953439
FGF14,-0.667065541
FGF16,-1.180846744
FGF17,-0.196518426
FGF18,-0.357343398
FGF19,-0.55268625
FGF2,-0.337271582
FGF20,-0.225610025
FGF21,-0.86621102
FGF22,-0.59171447
FGF23,-1.775563304
FGF3,-0.598665409
FGF4,-3.807387483
FGF5,-0.834207018
FGF6,-0.46189168
FGF7,-0.418725531
FGF8,-0.407771129
FGF9,-0.603019215
FGFBP1,-0.850220233
FGFBP2,-0.627334076
FGFBP3,-0.58231458
FGFR1,-0.65624456
FGFR1OP,-0.591025429
FGFR1OP2,-1.704538167
FGFR2,-0.145973499
FGFR3,-1.511442325
FGFR4,-0.644662247
FGFRL1,-0.177730219
FGG,-0.518785108
FGGY,-0.66432711
FGL1,-0.279681924
FGL2,-0.930046853
FGR,-2.231228983
FH,-0.250337257
FHAD1,-0.482228351
FHDC1,-1.102399942
FHIT,-0.641156564
FHL1,-0.341532848
FHL2,-0.386626968
FHL3,-0.486049539
FHL5,-0.540218175
FHOD1,-1.152907528
FHOD3,-0.410078089
FIBCD1,-2.964999225
FIBIN,-0.452466644
FIBP,-0.376562425
FICD,-1.856372433
FIG4,-0.305738523
FIGF,-0.79071735
FIGLA,-0.77045837
FIGN,-0.926262128
FIGNL1,-0.273987524
FIGNL2,-0.496563173
FILIP1,-0.531886483
FILIP1L,-0.36575332
FIP1L1,-0.390539818
FIS1,-0.414453407
FITM1,-0.325132285
FITM2,-0.860743427
FIZ1,-0.825816661
FJX1,-1.668473818
FKBP10,-0.417186856
FKBP11,-0.032894671
FKBP14,-0.387817582
FKBP15,-0.196610851
FKBP1A,-0.917137485
FKBP1B,-1.454476768
FKBP2,-0.304383167
FKBP3,-0.745501441
FKBP4,-0.140752654
FKBP5,-1.46321206
FKBP6,-0.250274357
FKBP7,-2.10346801
FKBP8,-0.365673003
FKBP9,-0.75457967
FKBPL,-0.117487455
FKRP,-0.264804425
FKTN,-1.893762859
FLAD1,-2.494211532
FLCN,-0.145780899
FLG,-0.788851628
FLG2,-0.778498309
FLI1,-0.563983802
FLII,-0.322639419
FLJ45513,-1.405451423
FLNA,-0.34633591
FLNB,-0.69013837
FLNC,-0.769344139
FLOT1,-1.760644556
FLOT2,-0.386501936
FLRT1,-0.112319725
FLRT2,-0.88691241
FLRT3,-0.696232129
FLT1,-0.189843566
FLT3,-1.422966635
FLT3LG,-1.680413451
FLT4,-2.227561265
FLVCR1,-2.613273403
FLVCR2,-0.353799386
FLYWCH1,-0.547495277
FLYWCH2,-1.000838305
FMN1,-0.874040082
FMN2,-1.895993769
FMNL1,-0.523608619
FMNL2,-0.433342622
FMNL3,-1.16486883
FMO1,-4.34614456
FMO2,-1.551930559
FMO3,-1.161372791
FMO4,-1.142140827
FMO5,-0.574217923
FMOD,-1.743827469
FMR1,-0.961463627
FMR1NB,-0.490419143
FN1,-0.893653613
FN3K,-0.547992988
FN3KRP,-1.714192356
FNBP1,-2.166225414
FNBP1L,-0.568756705
FNBP4,-1.261679721
FNDC1,-0.498448081
FNDC3A,-1.437890079
FNDC3B,-0.199053586
FNDC4,-1.062358743
FNDC5,-2.514828989
FNDC7,-0.364921943
FNDC8,-0.093492074
FNDC9,-0.433144884
FNIP1,-0.254035986
FNIP2,-0.209584429
FNTA,-2.13270293
FNTB,-2.482865685
FOCAD,-0.003234532
FOLH1,-0.813376418
FOLR1,-0.452338993
FOLR2,-0.672731771
FOPNL,-1.587397548
FOS,-1.029301447
FOSB,-0.429088672
FOSL1,-0.465246283
FOSL2,-0.425923239
FOXA1,-1.372771642
FOXA2,-0.295863731
FOXA3,-0.138890156
FOXB1,-1.5121895
FOXB2,-0.99109957
FOXC1,-1.348226893
FOXC2,-0.978945204
FOXD1,-0.659430428
FOXD2,-0.582174142
FOXD3,-1.744112769
FOXD4,-1.093910162
FOXD4L1,-0.325801887
FOXD4L3,-1.220514408
FOXD4L4,-1.961200032
FOXD4L5,-1.251201525
FOXD4L6,-0.810983579
FOXE1,-0.126096573
FOXE3,-1.188316667
FOXF1,-0.726191854
FOXF2,-0.421293663
FOXG1,-0.505383294
FOXH1,-1.415185543
FOXI1,-0.995981399
FOXI2,-0.401871501
FOXI3,-1.215090923
FOXJ1,-1.553366908
FOXJ2,-0.052339736
FOXJ3,-0.134766299
FOXK1,-0.0279295
FOXK2,-0.090874067
FOXL1,-1.709745185
FOXL2,-0.797702749
FOXM1,-0.665660086
FOXN1,-0.068619594
FOXN2,-0.317623377
FOXN3,-0.750745116
FOXN4,-0.154780815
FOXO1,-1.13067475
FOXO3,-1.015406624
FOXO4,-0.948246229
FOXO6,-1.782798366
FOXP1,-1.010915256
FOXP2,-0.05834618
FOXP3,-0.041745686
FOXP4,-0.352510451
FOXQ1,-0.883640262
FOXR1,-1.16766321
FOXR2,-0.953012974
FOXRED1,-0.47351234
FOXRED2,-0.702212384
FOXS1,-0.311496556
FPGS,-1.086536598
FPGT,-0.256554851
FPGT-TNNI3K,-0.731829786
FPR1,-0.71839883
FPR2,-0.704670305
FPR3,-0.709206515
FRA10AC1,-0.42791892
FRAS1,-0.716709563
FRAT1,-1.705668099
FRAT2,-0.675002997
FREM1,-0.866981076
FREM2,-0.135336668
FREM3,-1.295705325
FRG1,-1.697160085
FRG2,-0.408481695
FRG2B,-0.543437477
FRG2C,-0.344542221
FRK,-0.509407006
FRMD1,-0.827985856
FRMD3,-0.521642192
FRMD4A,-0.147061137
FRMD4B,-0.796176981
FRMD5,-1.096549378
FRMD6,-0.250200857
FRMD7,-0.224097873
FRMD8,-1.431285444
FRMPD1,-1.526093103
FRMPD2,-3.184914208
FRMPD3,-1.20800598
FRMPD4,-0.310353859
FRRS1,-0.162981854
FRRS1L,-0.792107378
FRS2,-0.119144548
FRS3,-1.049733409
FRY,-0.212527149
FRYL,-0.52266558
FRZB,-0.844248301
FSBP,-1.456147818
FSCB,-0.740621015
FSCN1,-1.737922516
FSCN2,-0.367216835
FSCN3,-0.721259205
FSD1,-0.904884444
FSD1L,-1.037255505
FSD2,-0.64747508
FSHB,-0.87243765
FSHR,-0.771390434
FSIP1,-0.546946502
FSIP2,-0.857612398
FST,-1.273151514
FSTL1,-0.963236266
FSTL3,-0.35916647
FSTL4,-1.14628086
FSTL5,-1.434777999
FTCD,-0.763603173
FTH1,-0.206331146
FTHL17,-0.324270408
FTL,-0.939115266
FTMT,-0.563558702
FTO,-0.219402851
FTSJ1,-0.300255972
FTSJ2,-0.318827329
FTSJ3,-1.607632902
FUBP1,-2.643470466
FUBP3,-3.253761974
FUCA1,-0.945609874
FUCA2,-2.862313427
FUK,-0.852232432
FUNDC1,-0.439042749
FUNDC2,-0.805878784
FUOM,-0.748495218
FURIN,-0.109211366
FUS,-3.798182879
FUT1,-0.203055838
FUT10,-0.501720647
FUT11,-1.583447619
FUT2,-0.760177222
FUT3,-1.651582698
FUT4,-0.189392086
FUT5,-0.876611884
FUT6,-0.198007295
FUT7,-1.931761146
FUT8,-1.022521301
FUT9,-1.886928343
FUZ,-0.433652859
FXN,-2.01304722
FXR1,-1.236874931
FXR2,-0.930398098
FXYD1,-0.793897069
FXYD2,-0.093859915
FXYD3,-0.811916951
FXYD4,-0.399895832
FXYD5,-1.239733304
FXYD6,-1.096803762
FXYD6-FXYD2,-0.522982745
FXYD7,-0.463781419
FYB,-0.127523549
FYCO1,-0.238390732
FYN,-0.840556565
FYTTD1,-0.811350931
FZD1,-0.567813453
FZD10,-0.8718077
FZD2,-0.237590823
FZD3,-0.545959918
FZD4,-0.9890359
FZD5,-0.421440146
FZD6,-0.738862512
FZD7,-0.719704777
FZD8,-1.241682468
FZD9,-0.603082331
FZR1,-3.91337673
G0S2,-0.240235953
G2E3,-0.686185855
G3BP1,-0.909417677
G3BP2,-6.232863069
G6PC,-0.023359012
G6PC2,-1.169218534
G6PC3,-0.506536772
G6PD,-1.273525902
GAA,-0.079608162
GAB1,-1.379140719
GAB2,-0.371701698
GAB3,-1.636178948
GAB4,-1.028649509
GABARAP,-0.685420835
GABARAPL1,-1.700895574
GABARAPL2,-0.320732577
GABBR1,-0.709377819
GABBR2,-0.148123708
GABPA,-0.070933491
GABPB1,-0.088570176
GABPB2,-2.007438654
GABRA1,-0.624735863
GABRA2,-0.363791758
GABRA3,-0.202394078
GABRA4,-0.24033613
GABRA5,-1.04434827
GABRA6,-1.088590161
GABRB1,-1.660283701
GABRB2,-0.374058949
GABRB3,-1.08359987
GABRD,-2.547261953
GABRE,-2.195265958
GABRG1,-1.501942415
GABRG2,-2.314704793
GABRG3,-0.678984562
GABRP,-0.75044619
GABRQ,-0.405163252
GABRR1,-0.970995225
GABRR2,-1.186370191
GAD1,-0.716497774
GAD2,-0.424433495
GADD45A,-0.536224109
GADD45B,-0.47657809
GADD45G,-0.799269442
GADD45GIP1,-1.434782386
GADL1,-1.760665684
GAGE10,-0.480189618
GAGE12H,-0.489362594
GAGE12J,-0.447124042
GAGE2A,-0.8583227
GAK,-1.370745332
GAL,-0.674976465
GAL3ST1,-0.903184268
GAL3ST2,-0.360309079
GAL3ST3,-0.132958108
GAL3ST4,-1.236972711
GALC,-1.031367034
GALE,-1.655595214
GALK1,-0.169682569
GALK2,-0.823146161
GALM,-1.399018353
GALNS,-0.66483155
GALNT1,-0.593452025
GALNT10,-1.447427683
GALNT11,-1.674550273
GALNT12,-0.542644838
GALNT13,-1.383373582
GALNT14,-0.501651746
GALNT15,-1.059102794
GALNT16,-1.341808484
GALNT18,-0.926559688
GALNT2,-0.332888569
GALNT3,-0.667719437
GALNT4,-0.08029256
GALNT5,-0.963510862
GALNT6,-0.16911763
GALNT7,-0.199944561
GALNT8,-0.84579031
GALNT9,-0.431601488
GALNTL5,-0.880151841
GALNTL6,-1.607741575
GALP,-0.910930461
GALR1,-0.69119144
GALR2,-1.707483708
GALR3,-0.824041563
GALT,-0.6842271
GAMT,-1.701510795
GAN,-0.625930051
GANAB,-0.521260998
GANC,-1.108517129
GAP43,-0.544063422
GAPDH,-0.007648764
GAPDHS,-0.810840521
GAPT,-0.97254138
GAPVD1,-0.162488625
GAR1,-0.609210787
GAREM,-0.329335871
GAREML,-0.847000544
GARNL3,-0.3473101
GARS,-0.414781191
GART,-0.493382466
GAS1,-0.353701838
GAS2,-0.873436002
GAS2L1,-0.927488168
GAS2L2,-0.343341421
GAS2L3,-0.692957113
GAS6,-1.16836345
GAS7,-1.086233762
GAS8,-0.159994563
GAST,-2.625959456
GATA1,-0.407730855
GATA2,-1.819040153
GATA3,-0.016999892
GATA4,-1.148929849
GATA5,-1.65609443
GATA6,-1.029187062
GATAD1,-2.682206011
GATAD2A,-1.110690697
GATAD2B,-2.29741357
GATB,-1.856042062
GATC,-0.98965257
GATM,-1.019651564
GATS,-0.166620432
GATSL2,-0.167258077
GATSL3,-0.861102383
GBA,-0.54150728
GBA2,-0.568552523
GBA3,-0.909433426
GBAS,-0.198592453
GBE1,-0.899967339
GBF1,-1.105419979
GBGT1,-1.592268069
GBP1,-0.415773695
GBP2,-0.212702168
GBP3,-0.820114649
GBP4,-0.522059164
GBP5,-0.722892235
GBP6,-0.803986559
GBP7,-0.062201599
GBX1,-0.311590354
GBX2,-0.807138575
GC,-0.733980007
GCA,-0.836486963
GCAT,-0.245024242
GCC1,-1.75303396
GCC2,-0.945234688
GCDH,-1.381748982
GCFC2,-0.437523806
GCG,-0.447890905
GCGR,-0.964051732
GCH1,-0.719244489
GCHFR,-0.535661726
GCK,-0.697965769
GCKR,-0.378850526
GCLC,-0.288138675
GCLM,-0.44730829
GCM1,-1.378550832
GCM2,-0.344951131
GCN1L1,-2.16213934
GCNT1,-0.667709311
GCNT2,-0.686089482
GCNT3,-0.598696265
GCNT4,-0.769777889
GCNT7,-1.315188592
GCOM1,-0.648651958
GCSAM,-0.465725143
GCSAML,-0.976214027
GCSH,-0.360438002
GDA,-2.04401267
GDAP1,-0.765247043
GDAP1L1,-0.455657463
GDAP2,-0.832159029
GDE1,-0.769790543
GDF1,-0.799201758
GDF10,-0.490301723
GDF11,-0.500846141
GDF15,-0.860186469
GDF2,-0.964163874
GDF3,-0.666168017
GDF5,-0.753525753
GDF6,-1.153146511
GDF7,-3.22908103
GDF9,-0.403949894
GDI1,-1.049315965
GDI2,-1.072795699
GDNF,-1.856552611
GDPD1,-0.384405013
GDPD2,-0.987790359
GDPD3,-0.385718526
GDPD4,-0.219808767
GDPD5,-1.411771579
GDPGP1,-0.211617516
GEM,-1.060712629
GEMIN2,-0.933023973
GEMIN4,-0.378376096
GEMIN5,-0.818472948
GEMIN6,-1.320732176
GEMIN7,-0.382563302
GEMIN8,-0.867857184
GEN1,-1.228474467
GET4,-1.390977869
GFAP,-0.368958714
GFER,-1.074282722
GFI1,-0.160368679
GFI1B,-0.445872875
GFM1,-0.955382138
GFM2,-1.025749308
GFOD1,-1.16258156
GFOD2,-0.443433593
GFPT1,-0.240306565
GFPT2,-0.434145819
GFRA1,-0.766487821
GFRA2,-0.892570032
GFRA3,-0.464535493
GFRA4,-0.436378137
GFRAL,-0.605495353
GFY,-0.684190007
GGA1,-0.983601754
GGA2,-0.692439956
GGA3,-0.631746548
GGACT,-1.843167661
GGCT,-0.593788166
GGCX,-2.512228415
GGH,-1.773651586
GGN,-0.872892728
GGNBP2,-3.35895247
GGPS1,-0.197566128
GGT1,-0.801985792
GGT5,-0.838598797
GGT6,-1.263489521
GGT7,-0.609243946
GGTLC1,-0.645638627
GGTLC2,-0.515011192
GH1,-0.655106079
GH2,-2.499716698
GHDC,-0.402934582
GHITM,-0.802181852
GHR,-0.814578524
GHRH,-0.535342045
GHRHR,-0.816948888
GHRL,-0.085899435
GHSR,-1.332906197
GID4,-0.374201843
GID8,-0.121372487
GIF,-0.399308232
GIGYF1,-0.652713679
GIGYF2,-1.388307564
GIMAP1,-1.039200834
GIMAP1-GIMAP5,-1.276311
GIMAP2,-0.629617712
GIMAP4,-1.166972501
GIMAP5,-0.390311096
GIMAP6,-0.453511519
GIMAP7,-0.627503245
GIMAP8,-0.371776441
GIMD1,-0.90529839
GIN1,-0.194402429
GINM1,-0.609461005
GINS1,-0.344747843
GINS2,-0.335885796
GINS3,-0.560472952
GINS4,-0.424328013
GIP,-2.179901505
GIPC1,-1.722157093
GIPC2,-0.519571905
GIPC3,-0.522489673
GIPR,-1.228316098
GIT1,-1.376595268
GIT2,-0.253193657
GJA1,-1.709938019
GJA10,-0.362912402
GJA3,-0.27778147
GJA4,-1.223379663
GJA5,-0.971405413
GJA8,-0.650477588
GJA9,-0.227376207
GJB1,-1.468201765
GJB2,-0.894212887
GJB3,-0.722775532
GJB4,-0.109586192
GJB5,-0.672862718
GJB6,-0.349842235
GJB7,-0.92735414
GJC1,-1.670653442
GJC2,-0.554948734
GJC3,-1.096609709
GJD2,-0.615630667
GJD3,-0.634537247
GJD4,-0.61982477
GK,-0.688639783
GK2,-0.507956427
GK5,-0.645954571
GKAP1,-0.502812051
GKN1,-0.420335106
GKN2,-0.186282935
GLA,-0.383431065
GLB1,-1.128301228
GLB1L,-0.331816068
GLB1L2,-0.938506642
GLB1L3,-0.454224871
GLCCI1,-0.688178533
GLCE,-0.532150444
GLDC,-0.373702038
GLDN,-1.231004295
GLE1,-0.261212643
GLG1,-0.181745277
GLI1,-0.200004252
GLI2,-0.25264117
GLI3,-0.537669884
GLI4,-0.999836148
GLIPR1,-0.525675106
GLIPR1L1,-1.179717407
GLIPR1L2,-0.25175045
GLIPR2,-0.385335445
GLIS1,-0.218458474
GLIS2,-0.64617533
GLIS3,-1.585882706
GLMN,-1.392143072
GLMP,-0.368823709
GLO1,-1.042643023
GLOD4,-0.643559193
GLOD5,-0.689851223
GLP1R,-1.352709656
GLP2R,-0.52225376
GLRA1,-0.859084947
GLRA2,-0.876845233
GLRA3,-0.4349469
GLRA4,-0.974977305
GLRB,-0.531043489
GLRX,-0.816973376
GLRX2,-1.104602488
GLRX3,-0.61489454
GLRX5,-0.92924803
GLS,-0.586245882
GLS2,-0.620690386
GLT1D1,-0.456110563
GLT6D1,-0.39477836
GLT8D1,-0.801689936
GLT8D2,-0.530026784
GLTP,-0.177725397
