Gene,Score
EQTN,-0.667638136
ERAL1,-0.317421095
ERAP1,-0.36098260200000004
ERAP2,-0.506778768
ERAS,-0.143725251
ERBB2,-0.44445575
ERBB2IP,-0.9928418929999999
ERBB3,-0.44158525600000004
ERBB4,-0.256943631
ERC1,-2.0355379780000002
ERC2,-1.111787419
ERCC1,-0.748739963
ERCC2,-1.2931864640000001
ERCC3,-1.15481988
ERCC4,-0.836487138
ERCC5,-0.458251358
ERCC6,-0.651147795
ERCC6L,-0.47493006600000004
ERCC6L2,-0.315605675
ERCC8,-0.207408464
EREG,-1.129897214
ERF,-1.192990055
ERG,-0.546609169
ERGIC1,-1.5030682569999998
ERGIC2,-0.6688851170000001
ERGIC3,-2.712508435
ERH,-1.745062081
ERI1,-0.47263242299999997
ERI2,-1.130488408
ERI3,-0.541156092
ERICH1,-0.6622920520000001
ERICH5,-0.857359117
ERICH6,-0.496768052
ERICH6B,-0.010423764
ERLEC1,-1.322806997
ERLIN1,-0.163634702
ERLIN2,-0.18518172
ERMAP,-0.617375879
ERMARD,-0.18975203399999999
ERMN,-0.935312415
ERMP1,-1.369400177
ERN1,-0.565657915
ERN2,-0.746591905
ERO1L,-0.44012297899999997
ERO1LB,-1.890204575
ERP27,-0.14380406699999998
ERP29,-0.24260790899999998
ERP44,-0.357086543
ERRFI1,-1.166419685
ERV3-1,-0.397717507
ERVFRD-1,-0.645285332
ERVMER34-1,-0.27987881800000003
ERVV-1,-3.013080806
ERVV-2,-0.212568197
ERVW-1,-0.936180282
ESAM,-0.661076556
ESCO1,-0.937718837
ESCO2,-0.9857683829999999
ESD,-0.6668662479999999
ESF1,-3.079916718
ESM1,-0.44741081200000005
ESPL1,-1.169679653
ESPN,-0.6192660879999999
ESPNL,-0.783627135
ESR1,-0.8125554629999999
ESR2,-0.35380381
ESRP1,-1.1726387870000001
ESRP2,-0.26681009999999994
ESRRA,-0.6922578840000001
ESRRB,-0.25255634600000004
ESRRG,-0.25877425800000003
ESX1,-0.21099317899999998
ESYT1,-0.892523741
ESYT2,-1.583631779
ESYT3,-1.924490474
ETAA1,-0.504652794
ETF1,-2.282545957
ETFA,-0.24765558899999998
ETFB,-0.12605093
ETFDH,-0.6599631539999999
ETHE1,-0.408221175
ETNK1,-0.7252143109999999
ETNK2,-0.196100025
ETNPPL,-0.119954326
ETS1,-0.546187465
ETS2,-0.5654780779999999
ETV1,-0.579146661
ETV2,-0.27477576800000003
ETV3,-1.440315449
ETV3L,-0.37738937899999997
ETV4,-0.34742228799999997
ETV5,-0.50330295
ETV6,-0.257323576
ETV7,-0.851202718
EVA1A,-0.395494065
EVA1B,-0.7540405929999999
EVA1C,-1.299648884
EVC,-1.889635283
EVC2,-3.051145028
EVI2A,-0.399247908
EVI2B,-1.4099571080000002
EVI5,-0.794824662
EVI5L,-0.81095541
EVL,-0.578018916
EVPL,-0.8875478170000001
EVPLL,-0.545006839
EVX1,-0.87942603
EVX2,-1.354646964
EWSR1,-2.0443845780000003
EXD1,-0.59498186
EXD2,-0.43482966
EXD3,-1.55851651
EXO1,-1.963599157
EXO5,-0.963245742
EXOC1,-1.272484674
EXOC2,-2.013330818
EXOC3,-1.473865534
EXOC3-AS1,-0.42356671700000004
EXOC3L1,-0.429192445
EXOC3L2,-2.615627569
EXOC3L4,-2.277358035
EXOC4,-1.1492502070000001
EXOC5,-1.138823668
EXOC6,-0.9752294359999999
EXOC6B,-1.349979085
EXOC7,-2.272318929
EXOC8,-0.490559078
EXOG,-1.772126955
EXOSC1,-1.385538016
EXOSC10,-0.9514803270000001
EXOSC2,-0.808651137
EXOSC3,-1.7650326840000001
EXOSC4,-2.8849797789999996
EXOSC5,-1.055678973
EXOSC6,-2.539263435
EXOSC7,-1.839350349
EXOSC8,-1.8722846969999998
EXOSC9,-0.24333976
EXPH5,-1.040631394
EXT1,-0.11141155800000001
EXT2,-0.332782503
EXTL1,-0.374495289
EXTL2,-0.297187673
EXTL3,-3.4211200539999997
EYA1,-2.452727736
EYA2,-0.53932721
EYA3,-0.21463552800000002
EYA4,-0.389867435
EYS,-0.493873922
EZH1,-0.32952143100000003
EZH2,-0.504656952
EZR,-0.7131303990000001
F10,-0.641679742
F11,-0.5954439570000001
F11R,-0.727312099
F12,-0.45586813200000004
F13A1,-0.517899676
F13B,-0.49961486200000005
F2,-0.307488936
F2R,-0.382332281
F2RL1,-0.9192219090000001
F2RL2,-0.375995012
F2RL3,-0.833115927
F3,-0.497703326
F5,-0.82243548
F7,-0.542884268
F8,-0.604961749
F8A1,-0.757835777
F8A2,-0.757835777
F8A3,-0.757835777
F9,-0.644513575
FA2H,-1.00694651
FAAH,-0.869966712
FAAH2,-1.192543838
FABP1,-1.001581817
FABP12,-0.672295058
FABP2,-1.242351752
FABP3,-0.6001938529999999
FABP4,-0.531419367
FABP6,-0.266781696
FABP7,-0.205927035
FADD,-1.316267001
FADS1,-0.35196722799999997
FADS2,-0.47513781200000005
FADS3,-0.407485928
FADS6,-1.985349756
FAF1,-0.151618945
FAF2,-0.7319025790000001
FAH,-0.7722091
FAHD1,-2.81777785
FAHD2A,-0.3626703
FAHD2B,-2.168238112
FAIM,-0.7590656020000001
FAIM2,-0.534644178
FAIM3,-0.856651314
FAM101A,-0.165630669
FAM101B,-0.968523473
FAM102A,-0.17090021600000002
FAM102B,-0.410877061
FAM103A1,-0.09681655900000001
FAM104A,-0.206563004
FAM104B,-0.295708753
FAM105A,-1.286139344
FAM107A,-1.415228678
FAM107B,-1.205924714
FAM109A,-0.9249736759999999
FAM109B,-0.59178275
FAM110A,-0.448119834
FAM110B,-2.208190332
FAM110C,-1.1558420090000001
FAM110D,-0.60836782
FAM111A,-1.3454883
FAM111B,-1.713898795
FAM114A1,-0.37794152700000005
FAM114A2,-3.772569326
FAM117A,-2.7403284489999997
FAM117B,-2.400543287
FAM118A,-0.69009115
FAM118B,-2.2002374319999998
FAM120A,-3.939774678
FAM120AOS,-1.22327344
FAM120B,-1.2888059729999999
FAM120C,-1.5480646880000002
FAM122A,-2.036170011
FAM122B,-0.624585328
FAM122C,-1.0467821929999999
FAM124A,-0.90112957
FAM124B,-2.53519489
FAM126A,-1.047070409
FAM126B,-0.9836831509999999
FAM127A,-0.884087594
FAM127B,-0.54337791
FAM127C,-2.878677989
FAM129A,-0.286015261
FAM129B,-0.47219573299999995
FAM129C,-0.592661934
FAM131A,-0.689605162
FAM131B,-0.078114481
FAM131C,-0.408741151
FAM132A,-1.0539623790000001
FAM132B,-1.040224464
FAM133A,-0.130287353
FAM133B,-0.7707056
FAM134A,-0.44093377200000006
FAM134B,-1.2748445259999999
FAM134C,-2.578453197
FAM135A,-1.003737499
FAM135B,-0.894587638
FAM136A,-0.18269870300000002
FAM13A,-0.5163774999999999
FAM13B,-0.70948693
FAM13C,-0.35096645299999996
FAM149A,-0.305182546
FAM149B1,-0.543323243
FAM150A,-1.1998195740000002
FAM150B,-0.150217845
FAM151A,-0.52395356
FAM151B,-0.263699727
FAM153A,-1.504060867
FAM153B,-2.6040197640000002
FAM155A,-1.100902033
FAM155B,-0.50385769
FAM156A,-0.6217430860000001
FAM156B,-0.6217430860000001
FAM159A,-0.036993054
FAM159B,-0.9569403040000001
FAM160A1,-0.9290798659999999
FAM160A2,-1.462680269
FAM160B1,-2.018968789
FAM160B2,-0.740051707
FAM161A,-0.267229814
FAM161B,-0.09931533199999999
FAM162A,-0.25084992
FAM162B,-0.629381021
FAM163A,-1.363367085
FAM163B,-1.277290767
FAM166A,-0.754036563
FAM166B,-0.863993487
FAM167A,-0.807037543
FAM167B,-0.012896176
FAM168A,-0.08879900199999999
FAM168B,-1.4007396559999998
FAM169A,-0.5828851829999999
FAM169B,-1.023009267
FAM170A,-2.130095249
FAM170B,-2.1271083809999998
FAM171A1,-0.401353601
FAM171A2,-1.595940984
FAM171B,-0.685835249
FAM172A,-0.7061054
FAM173A,-0.661787115
FAM173B,-0.252372188
FAM174A,-1.752177413
FAM174B,-0.37628967
FAM175A,-0.10276826
FAM175B,-0.459627644
FAM177A1,-0.241162978
FAM177B,-0.23657356899999998
FAM178A,-0.516343102
FAM178B,-0.15260729
FAM179A,-1.147683865
FAM179B,-0.601800063
FAM180A,-1.80850348
FAM180B,-0.6897049959999999
FAM181A,-1.897867241
FAM181B,-0.8551315840000001
FAM183A,-0.168032087
FAM184A,-1.325222271
FAM184B,-1.14429818
FAM185A,-0.6822052670000001
FAM186A,-0.9449901690000001
FAM186B,-0.96070834
FAM187B,-0.145398646
FAM188A,-0.330755307
FAM188B,-0.193022745
FAM189A1,-1.181971699
FAM189A2,-2.193752545
FAM189B,-0.09099596
FAM192A,-0.36704782399999997
FAM193A,-0.018132848
FAM193B,-1.894813736
FAM195A,-0.209986798
FAM195B,-2.083809199
FAM196A,-3.180840051
FAM196B,-1.835251753
FAM198A,-0.915002161
FAM198B,-1.631925705
FAM199X,-2.4694343340000002
FAM19A1,-0.7242002340000001
FAM19A2,-0.514553967
FAM19A3,-0.62032184
FAM19A4,-0.581409562
FAM19A5,-1.176611027
FAM200A,-0.35613599
FAM200B,-0.715339608
FAM204A,-0.47629642299999997
FAM205A,-0.674203312
FAM206A,-1.069311578
FAM207A,-0.96110488
FAM208A,-4.736662333
FAM208B,-0.291901174
FAM209A,-0.09923055199999999
FAM209B,-0.42545720200000003
FAM20A,-1.918264332
FAM20B,-0.484778429
FAM20C,-3.72537733
FAM210A,-1.622064762
FAM210B,-1.351267297
FAM212A,-0.984024118
FAM212B,-0.48409955
FAM213A,-0.25954424600000003
FAM213B,-1.012659178
FAM214A,-1.83254036
FAM214B,-0.312798862
FAM216A,-1.781545495
FAM216B,-0.43728417399999997
FAM217A,-1.4956543569999998
FAM217B,-1.324418069
FAM218A,-1.993493481
FAM219A,-2.409371766
FAM219B,-0.835833127
FAM21A,-1.001361198
FAM21C,-2.296719956
FAM220A,-0.278267722
FAM221A,-0.658694165
FAM221B,-1.540711135
FAM222A,-0.38119375899999997
FAM222B,-0.798070342
FAM227A,-1.014847566
FAM227B,-1.059121998
FAM228A,-1.3923978280000002
FAM228B,-0.992447097
FAM229A,-0.783483006
FAM229B,-1.346864783
FAM24A,-0.39049810799999995
FAM24B,-1.130251816
FAM25A,-0.29249121100000003
FAM25BP,-1.283544711
FAM25C,-1.283544711
FAM25G,-2.256070067
FAM26D,-0.9276190870000001
FAM26E,-1.0365657959999999
FAM26F,-0.302352788
FAM32A,-0.25245190300000003
FAM35A,-0.081923957
FAM3A,-0.7625584190000001
FAM3B,-1.606222719
FAM3C,-0.5259156939999999
FAM3D,-1.4984619730000002
FAM43A,-2.152040963
FAM43B,-0.675076618
FAM45A,-2.316107883
FAM46A,-0.531519536
FAM46B,-0.904494802
FAM46C,-0.575336807
FAM46D,-0.070973971
FAM47A,-0.070988297
FAM47B,-1.519709103
FAM47C,-0.569763819
FAM47E,-1.432234274
FAM47E-STBD1,-0.06514002299999999
FAM49A,-0.45734107399999996
FAM49B,-2.014598466
FAM50A,-1.8408032509999999
FAM50B,-0.399000065
FAM53A,-0.146484695
FAM53B,-0.5281747379999999
FAM53C,-0.058768612000000005
FAM57A,-1.265821956
FAM57B,-1.2260672590000001
FAM60A,-0.45305972
FAM63A,-0.472050189
FAM63B,-0.280740427
FAM64A,-1.9980949419999998
FAM65A,-0.250268634
FAM65B,-0.697674692
FAM65C,-0.082730282
FAM69A,-0.729744403
FAM69B,-0.064464379
FAM69C,-0.913685579
FAM71A,-0.415111623
FAM71B,-0.722713412
FAM71C,-3.1600893119999998
FAM71D,-0.480280405
FAM71E1,-0.624903233
FAM71E2,-0.3130625
FAM71F1,-2.925968104
FAM71F2,-0.6852230690000001
FAM72A,-0.694377768
FAM72B,-0.654406103
FAM72D,-0.694377768
FAM73A,-3.41812029
FAM73B,-0.127302997
FAM76A,-0.291365431
FAM76B,-1.752346369
FAM78A,-0.510200089
FAM78B,-1.030238085
FAM81A,-1.6057311369999998
FAM81B,-1.235942423
FAM83A,-0.572907773
FAM83B,-0.781492755
FAM83C,-0.202003908
FAM83D,-0.019668501
FAM83E,-0.495636289
FAM83F,-0.813385171
FAM83G,-0.567215034
FAM83H,-1.38175353
FAM84A,-0.9032911709999999
FAM84B,-0.45509244
FAM86B1,-0.775113825
FAM86B2,-0.5875356620000001
FAM86C1,-0.16163650599999999
FAM89A,-1.7423434919999998
FAM89B,-0.47503756799999997
FAM8A1,-1.105619927
FAM90A1,-0.33015751600000004
FAM91A1,-0.2642428
FAM92A1,-2.048220435
FAM92B,-1.174618668
FAM96A,-0.6207052479999999
FAM96B,-0.890342008
FAM98A,-0.9713072
FAM98B,-2.03175929
FAM98C,-0.007484081
FAM9A,-1.3457389
FAM9B,-1.20763153
FAM9C,-1.98411698
FAN1,-0.639575345
FANCA,-1.8074727369999999
FANCB,-0.830058845
FANCC,-0.46318858700000004
FANCD2,-1.639866841
FANCD2OS,-1.163830232
FANCE,-3.265910345
FANCF,-0.356858478
FANCG,-0.479999381
FANCI,-0.6941843759999999
FANCL,-0.6546992070000001
FANCM,-1.233323092
FANK1,-0.28874220100000003
FAP,-0.28246468199999997
FAR1,-0.658509572
FAR2,-0.505205256
FARP1,-0.63901179
FARP2,-0.6546910420000001
FARS2,-0.32979964300000003
FARSA,-0.9244287929999999
FARSB,-0.515547016
FAS,-0.675848991
FASLG,-0.38996551
FASN,-0.45021306299999997
FASTK,-0.256203549
FASTKD1,-0.20642950000000002
FASTKD2,-0.726405167
FASTKD3,-0.23710462399999999
FASTKD5,-0.642280431
FAT1,-0.690750747
FAT2,-0.49774312299999995
FAT3,-0.490346261
FAT4,-0.44626940200000004
FATE1,-1.4620646240000001
FAU,-0.661320597
FAXC,-0.797049604
FAXDC2,-0.037776372999999995
FBF1,-0.724518971
FBL,-1.329051125
FBLIM1,-0.268505652
FBLN1,-0.756855645
FBLN2,-1.061363143
FBLN5,-0.655156393
FBLN7,-0.34928167200000004
FBN1,-1.4111934069999998
FBN2,-0.267154402
FBN3,-0.698255073
FBP1,-0.283086165
FBP2,-0.462971969
FBRS,-1.2954066709999998
FBRSL1,-0.595755872
FBXL12,-0.726858213
FBXL13,-0.305230057
FBXL14,-1.006873305
FBXL15,-0.43030088
FBXL16,-0.380278995
FBXL17,-0.273573702
FBXL18,-1.26202807
FBXL19,-0.7443436929999999
FBXL2,-0.837646221
FBXL20,-0.7567379670000001
FBXL21,-0.8811665479999999
FBXL22,-0.52483873
FBXL3,-0.832703485
FBXL4,-1.3714507480000002
FBXL5,-1.5595366290000001
FBXL6,-0.539091045
FBXL7,-0.7185327109999999
FBXL8,-0.348297766
FBXO10,-0.537740543
FBXO11,-4.253661054
FBXO15,-0.231115155
FBXO16,-1.037623043
FBXO17,-0.353638425
FBXO18,-0.767250781
FBXO2,-1.982941993
FBXO21,-0.683389402
FBXO22,-0.162397619
FBXO24,-0.785568005
FBXO25,-1.064036159
FBXO27,-0.667810341
FBXO28,-0.592580538
FBXO3,-0.6005206270000001
FBXO30,-0.413254994
FBXO31,-0.5901818679999999
FBXO32,-0.35871595799999995
FBXO33,-1.06047926
FBXO34,-0.370385753
FBXO36,-1.109392417
FBXO38,-0.413921949
FBXO39,-1.0790699259999998
FBXO4,-1.368413815
FBXO40,-0.959921356
FBXO41,-1.227034383
FBXO42,-0.766661447
FBXO43,-1.107267414
FBXO44,-0.507337089
FBXO45,-0.912621778
FBXO46,-0.564800116
FBXO47,-0.32772034
FBXO48,-0.851722695
FBXO5,-0.30240689600000004
FBXO6,-1.190840945
FBXO7,-0.521618451
FBXO8,-0.52378997
FBXO9,-0.9459583579999999
FBXW10,-0.21486676600000001
FBXW11,-0.381852601
FBXW12,-0.34248178700000004
FBXW2,-0.23153200899999998
FBXW4,-0.537590539
FBXW5,-0.875286483
FBXW7,-7.9157998570000006
FBXW8,-0.22126816800000002
FBXW9,-0.512357916
FCAMR,-0.218465286
FCAR,-0.526936803
FCER1A,-0.592980574
FCER1G,-0.19684354399999998
FCER2,-0.30625225899999997
FCF1,-0.609278651
FCGBP,-0.9314262440000001
FCGR1A,-0.792164442
FCGR1B,-0.53755388
FCGR2A,-0.8484316129999999
FCGR2B,-1.277327673
FCGR3A,-0.828377568
FCGR3B,-0.6775843509999999
FCGRT,-0.273505055
FCHO1,-0.94151127
FCHO2,-0.564672365
FCHSD1,-0.452490766
FCHSD2,-0.595197493
FCN1,-2.2797731530000003
FCN2,-0.598465416
FCN3,-0.314143605
FCRL1,-0.203058027
FCRL2,-1.5324893609999999
FCRL3,-0.7607046129999999
FCRL4,-0.473433547
FCRL5,-0.389171834
FCRL6,-0.8561648959999999
FCRLA,-0.557326565
FCRLB,-0.5680428279999999
FDCSP,-1.408890328
FDFT1,-1.1907598879999999
FDPS,-0.7268633659999999
FDX1,-0.307879511
FDX1L,-1.752861545
FDXACB1,-1.4648971919999998
FDXR,-0.27402535899999997
FECH,-0.7734126509999999
FEM1A,-0.443492147
FEM1B,-0.320622097
FEM1C,-1.094949631
FEN1,-0.892085858
FER,-0.324315443
FER1L5,-0.63478745
FER1L6,-0.187300665
FERD3L,-0.0029530140000000003
FERMT1,-0.711104238
FERMT2,-0.9502712590000001
FERMT3,-1.095380651
FES,-0.5256236710000001
FETUB,-0.809385927
FEV,-0.5020772410000001
FEZ1,-1.092856608
FEZ2,-0.7877057059999999
FEZF1,-0.595926823
FEZF2,-0.7099738870000001
FFAR1,-0.263052815
FFAR2,-0.41195466299999994
FFAR3,-0.9095017809999999
FFAR4,-0.653994591
FGA,-1.207766879
FGB,-0.633788851
FGD1,-0.941739763
FGD2,-0.971452255
FGD3,-0.137026183
FGD4,-0.37595373
FGD5,-0.453611434
FGD6,-0.539739018
FGF1,-0.389024143
FGF10,-1.125896058
FGF11,-2.175442962
FGF12,-0.42365430200000004
FGF13,-1.4199076169999998
FGF14,-0.392265026
FGF16,-1.026948912
FGF17,-0.5464016110000001
FGF18,-0.448530474
FGF19,-0.731470305
FGF2,-0.8172931920000001
FGF20,-0.353959349
FGF21,-0.683047813
FGF22,-0.781024973
FGF23,-1.328063025
FGF3,-0.46894985899999997
FGF4,-0.791984844
FGF5,-0.8366738359999999
FGF6,-0.7774344329999999
FGF7,-0.634709573
FGF8,-0.9150772629999999
FGF9,-0.394005303
FGFBP1,-0.978005385
FGFBP2,-0.368129711
FGFBP3,-1.1677205659999998
FGFR1,-0.293053468
FGFR1OP,-1.710493342
FGFR1OP2,-0.339714762
FGFR2,-0.8907520329999999
FGFR3,-0.89009314
FGFR4,-0.593319123
FGFRL1,-0.316066161
FGG,-1.2236121340000001
FGGY,-0.389527836
FGL1,-0.479443145
FGL2,-1.20793027
FGR,-0.266723002
FH,-0.30001239
FHAD1,-0.17187175899999999
FHDC1,-2.360458494
FHIT,-0.836452712
FHL1,-0.373780812
FHL2,-0.8167089120000001
FHL3,-0.748713728
FHL5,-1.0685476059999999
FHOD1,-1.0557897059999999
FHOD3,-1.763818701
FIBCD1,-0.48014812
FIBIN,-0.972608493
FIBP,-1.104188792
FICD,-0.196792259
FIG4,-0.602968907
FIGF,-0.651118344
FIGLA,-0.235488852
FIGN,-0.5597334939999999
FIGNL1,-0.383180023
FIGNL2,-0.729811245
FILIP1,-0.998198303
FILIP1L,-1.9799768830000002
FIP1L1,-0.736585603
FIS1,-0.160793156
FITM1,-1.1287413720000001
FITM2,-0.558754109
FIZ1,-0.5336042329999999
FJX1,-1.980904706
FKBP10,-0.416073157
FKBP11,-0.674290205
FKBP14,-0.30582315600000004
FKBP15,-0.7018695970000001
FKBP1A,-1.4216773580000002
FKBP1B,-1.176862934
FKBP2,-1.022568143
FKBP3,-1.297241415
FKBP4,-0.400586039
FKBP5,-1.469788823
FKBP6,-0.47094437299999997
FKBP7,-0.560381779
FKBP8,-0.37913902299999996
FKBP9,-0.200051284
FKBPL,-0.588989955
FKRP,-0.8366425829999999
FKTN,-0.632743332
FLAD1,-5.471463936
FLCN,-0.470977272
FLG,-1.002445353
FLG2,-0.582353264
FLI1,-0.828308972
FLII,-0.40140299100000004
FLJ45513,-0.755775805
FLNA,-0.766621753
FLNB,-0.178938105
FLNC,-0.48319794200000005
FLOT1,-0.7411583909999999
FLOT2,-0.9328771709999999
FLRT1,-0.402430259
FLRT2,-0.453010071
FLRT3,-0.744050028
FLT1,-0.724955247
FLT3,-0.47248685
FLT3LG,-0.430419385
FLT4,-1.538474392
FLVCR1,-0.5576942979999999
FLVCR2,-0.494285587
FLYWCH1,-1.193777094
FLYWCH2,-0.41118202
FMN1,-0.5273322770000001
FMN2,-2.756190688
FMNL1,-0.28692765800000003
FMNL2,-1.225692125
FMNL3,-0.365776634
FMO1,-0.47772524299999997
FMO2,-0.292546762
FMO3,-0.57392975
FMO4,-0.8863361120000001
FMO5,-0.834681908
FMOD,-0.7787028029999999
FMR1,-0.584295121
FMR1NB,-1.32379545
FN1,-0.133489856
FN3K,-1.726725441
FN3KRP,-0.427110245
FNBP1,-0.29171364899999996
FNBP1L,-0.8580416790000001
FNBP4,-0.6876699909999999
FNDC1,-0.480215712
FNDC3A,-0.80612931
FNDC3B,-0.538539025
FNDC4,-0.6492890729999999
FNDC5,-1.353291725
FNDC7,-0.531022079
FNDC8,-0.794322579
FNDC9,-1.663462156
FNIP1,-0.630918334
FNIP2,-0.234321782
FNTA,-1.073149647
FNTB,-0.535779517
FOCAD,-0.083632715
FOLH1,-1.4957085769999998
FOLR1,-0.899050805
FOLR2,-0.39729317799999997
FOPNL,-2.321412323
FOS,-0.527832576
FOSB,-0.487913537
FOSL1,-0.653489483
FOSL2,-1.815871821
FOXA1,-0.771805741
FOXA2,-0.529296467
FOXA3,-1.352282596
FOXB1,-0.6749220020000001
FOXB2,-0.538280643
FOXC1,-0.477792014
FOXC2,-0.348075563
FOXD1,-0.973234349
FOXD2,-0.45968427
FOXD3,-0.443246729
FOXD4,-0.328073182
FOXD4L1,-0.962896663
FOXD4L3,-0.8919568640000001
FOXD4L4,-0.818487856
FOXD4L5,-0.8584305790000001
FOXD4L6,-0.818761014
FOXE1,-0.44434242700000004
FOXE3,-0.517553433
FOXF1,-0.896806786
FOXF2,-0.794144539
FOXG1,-0.303943885
FOXH1,-0.183346352
FOXI1,-1.007264421
FOXI2,-0.872757868
FOXI3,-0.339407498
FOXJ1,-1.616635499
FOXJ2,-1.299455899
FOXJ3,-0.7013136409999999
FOXK1,-0.08399785
FOXK2,-0.138002462
FOXL1,-0.804165
FOXL2,-0.614754864
FOXM1,-0.667010766
FOXN1,-0.6273496510000001
FOXN2,-0.60991497
FOXN3,-0.5282208589999999
FOXN4,-0.7193283359999999
FOXO1,-0.465162571
FOXO3,-0.22362542800000001
FOXO4,-0.8548798879999999
FOXO6,-0.6087017370000001
FOXP1,-1.730411579
FOXP2,-0.770171273
FOXP3,-0.49302143600000004
FOXP4,-0.703131903
FOXQ1,-1.348082815
FOXR1,-0.233461002
FOXR2,-0.06755774099999999
FOXRED1,-0.45160458299999995
FOXRED2,-1.307119247
FOXS1,-0.217107135
FPGS,-0.35082881200000005
FPGT,-0.501796726
FPGT-TNNI3K,-0.962531789
FPR1,-0.910889508
FPR2,-0.364054638
FPR3,-0.523715078
FRA10AC1,-1.0467101079999999
FRAS1,-0.520230261
FRAT1,-1.279763447
FRAT2,-1.8899627190000001
FREM1,-0.12377352400000001
FREM2,-2.237646754
FREM3,-0.49873065200000005
FRG1,-1.298386831
FRG2,-1.57576618
FRG2B,-2.828015585
FRG2C,-0.515252233
FRK,-0.424158485
FRMD1,-1.5782167569999999
FRMD3,-0.36842755
FRMD4A,-0.932746905
FRMD4B,-0.48832407299999997
FRMD5,-0.631971586
FRMD6,-0.419795098
FRMD7,-0.809662867
FRMD8,-2.20770172
FRMPD1,-0.276249702
FRMPD2,-0.352748204
FRMPD3,-0.7357847670000001
FRMPD4,-0.664000867
FRRS1,-1.17136563
FRRS1L,-0.19881026100000002
FRS2,-1.341348987
FRS3,-1.144209801
FRY,-0.545705618
FRYL,-0.47650430899999996
FRZB,-0.8647877429999999
FSBP,-0.354337313
FSCB,-0.6531718000000001
FSCN1,-1.222932858
FSCN2,-1.732651016
FSCN3,-0.20342435
FSD1,-0.27142298
FSD1L,-0.813440614
FSD2,-1.06072932
FSHB,-0.8805234829999999
FSHR,-0.246228295
FSIP1,-0.56744468
FSIP2,-0.7150905609999999
FST,-0.308113304
FSTL1,-0.9449448009999999
FSTL3,-0.685115728
FSTL4,-0.59639927
FSTL5,-1.756391254
FTCD,-0.281705054
FTH1,-0.631323055
FTHL17,-0.28763864100000003
FTL,-1.203107653
FTMT,-1.920035156
FTO,-0.009035738
FTSJ1,-0.79619275
FTSJ2,-0.090214565
FTSJ3,-2.262505974
FUBP1,-4.0981647269999995
FUBP3,-1.426719059
FUCA1,-0.770839202
FUCA2,-0.845940475
FUK,-0.314116539
FUNDC1,-0.45272155299999994
FUNDC2,-2.513757736
FUOM,-0.5258564579999999
FURIN,-0.828407975
FUS,-3.2314663919999997
FUT1,-2.39223471
FUT10,-1.913382304
FUT11,-0.6333852170000001
FUT2,-0.715650969
FUT3,-0.979490065
FUT4,-0.33153619100000004
FUT5,-0.42615079200000006
FUT6,-0.8540467759999999
FUT7,-0.34269594700000006
FUT8,-0.249953277
FUT9,-1.8388146459999999
FUZ,-0.33902659700000004
FXN,-0.609202656
FXR1,-0.806513347
FXR2,-0.763003975
FXYD1,-1.8857463369999998
FXYD2,-0.15064269
FXYD3,-1.183322862
FXYD4,-0.09104480599999999
FXYD5,-0.33476787399999997
FXYD6,-0.328127664
FXYD6-FXYD2,-0.073496313
FXYD7,-0.789063402
FYB,-0.418062431
FYCO1,-0.5918729620000001
FYN,-0.553065424
FYTTD1,-0.579984969
FZD1,-3.193236817
FZD10,-2.58276874
FZD2,-0.05349906
FZD3,-0.386568398
FZD4,-1.57547405
FZD5,-1.652988541
FZD6,-0.9788650590000001
FZD7,-1.446086921
FZD8,-1.181297779
FZD9,-1.6608041269999998
FZR1,-0.993285904
G0S2,-1.112355966
G2E3,-0.313602347
G3BP1,-0.43739875899999997
G3BP2,-3.430720296
G6PC,-0.330430777
G6PC2,-1.680245542
G6PC3,-0.700818452
G6PD,-0.24598688300000002
GAA,-0.228121367
GAB1,-0.534502761
GAB2,-0.655007685
GAB3,-1.227663109
GAB4,-0.510344593
GABARAP,-0.133614388
GABARAPL1,-0.748773027
GABARAPL2,-0.340691225
GABBR1,-0.58373705
GABBR2,-0.613449687
GABPA,-0.667456601
GABPB1,-0.47252014299999995
GABPB2,-0.753812977
GABRA1,-0.494344402
GABRA2,-0.47117713
GABRA3,-0.44750599399999996
GABRA4,-0.35275953299999996
GABRA5,-1.170188527
GABRA6,-0.618924252
GABRB1,-0.622264037
GABRB2,-0.803855925
GABRB3,-1.90131486
GABRD,-0.449394594
GABRE,-0.49220379999999997
GABRG1,-0.46011935200000004
GABRG2,-0.638533429
GABRG3,-0.556047926
GABRP,-0.22406681399999998
GABRQ,-0.8314322820000001
GABRR1,-0.224765988
GABRR2,-1.452880938
GAD1,-0.41988034700000004
GAD2,-2.0437275319999997
GADD45A,-0.19146518699999998
GADD45B,-1.7442481
GADD45G,-0.37136545299999996
GADD45GIP1,-2.382031036
GADL1,-0.424825364
GAGE10,-0.659271324
GAGE12H,-1.225405619
GAGE12J,-1.869144944
GAGE2A,-1.394504287
GAK,-0.8777762809999999
GAL,-0.37896703200000004
GAL3ST1,-0.5739225029999999
GAL3ST2,-0.570115035
GAL3ST3,-0.416114611
GAL3ST4,-0.557360101
GALC,-0.39714213299999995
GALE,-1.572414826
GALK1,-0.729168198
GALK2,-0.35835683
GALM,-0.9854744190000001
GALNS,-1.539628847
GALNT1,-0.981586987
GALNT10,-2.059408403
GALNT11,-1.1195147559999998
GALNT12,-0.622539987
